,raw,processed,label
10,"Warga Yogyakarta marahin pendemo PPKM....
Keren nih bapak... Mahasiswa sekarang memang banyak yg tolol pak..... https://t.co/p0dZtS7SXT",warga yogyakarta marahin pendemo ppkm keren ini bapak mahasiswa sekarang memang banyak yang tolol pak,0
11,Bagaimana bisa disebut bijak jika penjual bubur didenda 5 juta atau kurungan penjara dengan aturan PPKM rasa karantina wilayah tapi minus jaminan kesejahteraan sedangkan para pejabatnya berebut rangkap komisaris?,bagaimana bisa disebut bijak jika penjual bubur didenda juta atau kurungan penjara dengan aturan ppkm rasa karantina wilayah tapi minus jaminan kesejahteraan sedangkan para pejabatnya berebut rangkap komisaris,0
12,@FenniBungsu Ya semoga dengan ikut pemerintah dengan PPKM pandemi bisa pergi jauh²,iya semoga dengan ikut pemerintah dengan ppkm pandemi bisa pergi jauh,2
13,Yang lain pada ngundur acara pas ppkm eh ini sii juyy tolol malah ngadain acara birthday.,yang lain pada ngundur acara pas ppkm eh ini sih juyy tolol bahkan mengadakan acara birthday,0
14,"Pagi

Ingat PPKM...jalankan",pagi ingat ppkm jalankan,2
15,"@chieeyyz @AgungWiseno_ @collegemenfess Keluar biaya berapa ya kak? Gw masih ad garansi, jdi sayang kalo ga dimanfaatin.. tapi teknisinya gaada pas ppkm.. harus nunggu.. sementara gw lagi butuh banget tuh laptop",keluar biaya berapa iya kak aku masih ada garansi jadi sayang jika tidak dimanfaatin tapi teknisinya tidak ada pas ppkm harus menunggu sementara aku lagi butuh banget itu laptop,1
16,Allah menciptakanmu tidak ujug2 kamu bejudul tergletak di pinggir jalan..tapi semua ada wasait lewat Proses dlm rahim Mbokmu...semua perlu lantaran Hayooo bareng2 ikut mensukseskan anjuran Pemerintah utk mentaati Anjuran pemerintah dg taat PPKM biar negara segera kluar dr Covid,allah menciptakanmu tidak ujug kamu bejudul tergletak di pinggir jalan tapi semua ada wasait lewat proses dalam rahim mbokmu semua perlu lantaran hayo bareng-bareng ikut mensukseskan anjuran pemerintah untuk mentaati anjuran pemerintah dengan taat ppkm supaya negara segera keluar dari covid,2
17,"Cukup ppkm aja yang diperpanjang, hubungan kita sampe disini aja",cukup ppkm saja yang diperpanjang hubungan kita sampai disini saja,1
18,"@tvOneNews @karniilyas Modal surat PPKM, lalu petugas membentak, melarang rakyat kecil mencari penghidupan. Petugas negara bangga dia tetap bergaji dri uang rakyat yang ditindas. Selagi anggaran masih banyak Akan heboh corona.",modal surat ppkm lalu petugas membentak melarang rakyat kecil mencari penghidupan petugas negara bangga dia tetap bergaji dari uang rakyat yang ditindas selagi anggaran masih banyak akan heboh corona,0
19,"Selamat pagi, kamu! 
Tetap semangat walaupun PPKM diperpanjang 😘
Jangan lupa sarapan pagi ini, minum vitamin, dan double masks yha! 😷 https://t.co/STDzIhDK7e",selamat pagi kamu tetap semangat walaupun ppkm diperpanjang jangan lupa sarapan pagi ini minum vitamin dan double masks ya,2
20,"Assalamualaikum wr wb
Met pagi met beraktivitas, tetap disiplin prokes, taati PPKM, tetap Semangat dg MERAH PUTIH🇲🇨🇲🇨🇲🇨✊✊✊ https://t.co/HRo1FUjEEm",menjadi seseorang alamualaikum wr wb selamat pagi selamat beraktivitas tetap disiplin prokes taati ppkm tetap semangat dengan merah putih,2
21,"Demi keselamatan rakyat indonesia, mari dukung keputusan Presiden Joko Widodo terkait perpanjangan PPKM sampai 2 Agustus 2021.Kami Bersama Jokowi https://t.co/3r22aiI7Aq",demi keselamatan rakyat indonesia mari dukung keputusan presiden joko widodo terkait perpanjangan ppkm sampai agustus kami bersama jokowi,2
22,PPKM alias pengen punya kamu mas🤢 https://t.co/SY9miszSqa,ppkm alias mau punya kamu mas,1
23,"Pagi² dengar kabar duka , gw harap PPKM ini ada hasilnya jd sering bnget liat atau dengar kabar duka",pagi dengar kabar duka aku harap ppkm ini ada hasilnya jadi sering banget lihat atau dengar kabar duka,2
24,"@geloraco bukan pilihan opung, harus dua-duanya. makanya kalau mau PPKM PSBB atau LockDown atau sejenisnya, siapin dulu bantuan buat yg terdampak. JANGAN SAMPAI KAYAK KEMARIN BANSOS DIKORUPSI.. ngajak dagelan?",bukan pilihan opung harus dua duanya makanya kalau mau ppkm psbb atau lockdown atau sejenisnya siapin dulu bantuan buat yang terdampak jangan sampai seperti kemarin bansos dikorupsi mengajak dagelan,0
25,"PPKM = Pak Presiden Kapan Mundur... 
Mundur woiii.. Merusak negara.",ppkm pak presiden kapan mundur mundur woi merusak negara,0
26,Gini bgt ya ppkm😢,begini banget iya ppkm,0
27,"@TAN_10_ Pembuluh darahnya ngapain ngumpul2 ya, padahal ppkm &amp; socdis 😔",pembuluh darahnya sedang apa berkumpul iya padahal ppkm amp socdis,1
28,"@Sukirno08192311 Semangat PPKM
MERDEKA💪💪💪🇮🇩🇮🇩",semangat ppkm merdeka,2
29,"@Separoh_Kumis @RiantiDiani Hiduplah di waktu sekarang. Saat ini. Jangan
halu akan masa lalu. Masa depan tak ada
yang tau. Lakukan yang terbaik 
Catat pantangan utamanya:
mengeluh, ikuti PPKM stay at home dan taat PROKES ❤",hiduplah di waktu sekarang saat ini jangan halu akan masa lalu masa depan tidak ada yang tahu lakukan yang terbaik catat pantangan utamanya mengeluh ikuti ppkm tinggal at rumah dan taat prokes,2
30,@kelindez ppkm gabisa kemana mana huee,ppkm tidak bisa kemana mana huee,0
31,@ustadchen Bukan PPKM tapi karantina wilayah,bukan ppkm tapi karantina wilayah,1
32,"@RieGucciano PPKM - Pagi...Pagi...Kopi...Morning 
🤣",ppkm pagi pagi kopi morning,1
33,"PPKM Lv. 4 karetnya 2, semangat para pencari nafkah. 🙏 https://t.co/SmSSpWSZhk",ppkm lv karetnya semangat para pencari nafkah,2
34,"@namakoen3y Bani nasi bungkus!!!
Polisi juga lembek!!!
Lihat,mereka tidak bermasker kok didiamkan di masa PPKM Level 4!!!!
Hadeeeeh.....",bani nasi bungkus polisi juga lembek lihat mereka tidak bermasker kok didiamkan di masa ppkm level hadeh,0
35,"#PPKMVaksinasiSaveNKRI
Masyarakat harus mengikuti protokol kesehatan yang ketat selama pemberlakukan PPKM Darurat, sehingga keadaan dapat segera membaik.

Mari kita sama2 melawan wabah ini, kita hanya diminta patuhi aturan ini.🙏 https://t.co/TispQPakcI",masyarakat harus mengikuti protokol kesehatan yang ketat selama pemberlakukan ppkm darurat sehingga keadaan dapat segera membaik mari kita sama melawan wabah ini kita hanya diminta patuhi aturan ini,2
36,@xaviremora Masih ppkm,masih ppkm,1
37,"@collegemenfess Berharap juga ga dilanjutin tapi kondisi juga ikut membaik

Garagara ppkm masih lanjut, urusan gue ke bank jadi ketunda, bank di kota gue jadi kek di jadwal hari pelayanannya, syukur engga urgent urusannya",berharap juga tidak dilanjutin tapi kondisi juga ikut membaik garagara ppkm masih lanjut urusan aku ke bank jadi ketunda bank di kota aku jadi kayak di jadwal hari pelayanannya syukur enggak urgent urusannya,0
38,@lilprincess09_ mau gimna lagi kak. ppkm pemasukan gak ada pengeluaran banyak . ya gratis gratis aja kak,mau gimana lagi kak ppkm pemasukan enggak ada pengeluaran banyak iya gratis gratis saja kak,0
39,"@2TitikHitam @poenz_roby @boby1003 hahahah....kyk rezim ye dah ada UU karantina pake istilah PSPB lah,,,PPKM lah nti ape lg nih",hahahah kayak rezim ye sudah ada uu karantina pakai istilah pspb lah ppkm lah nanti apa lagi ini,0
40,@terbbenam Setelah ppkm berakhir 🙌huaaa mo me time lagi,setelah ppkm berakhir hua mau me time lagi,1
41,@irnapuspita_ ppkm dirumah sj,ppkm dirumah saja,1
42,Ppkm diperpanjang sampe red velvet comeback https://t.co/ojZCcHRffq,ppkm diperpanjang sampai redaksi velvet comeback,1
43,"Pulang jogging. 
Harus sehat di situasi negara yang serba sakit. 
Skip berita” yg bikin mental tidak sehat, lalu berdampak pada lambung. 
Aku sih lagi fokus pada messi yang mau gabung ke PSMS Medan. 
Abis ppkm dia tiba di kuala namu🥳 https://t.co/YVrTPTqznK",pulang jogging harus sehat di situasi negara yang serba sakit skip berita yang buat mental tidak sehat lalu berdampak pada lambung saya sih lagi fokus pada me saya yang mau gabung ke psms medan habis ppkm dia tiba di kuala namu,2
44,"Masih inget banget kemarin pas nikahan om yang serba dadakan karna lagi PPKM dengan drama ga boleh ikut ke klaten , akhirnya ikut dan bingung make upnya 🤣terpakailah foundie ini ✨❤️thankyou so much ka @pygmyypuffs udah ngebolehin aku addopt foundienya menang GA dulu❤️ https://t.co/LBKdHW9qk2",masih ingat banget kemarin pas nikahan om yang serba dadakan karena lagi ppkm dengan drama tidak boleh ikut ke klaten akhirnya ikut dan bingung memakai upnya terpakailah foundie ini thankyou sok much kakak sudah membolehkan saya addopt foundienya menang tidak dulu,1
45,@abi_sasaLL Bantu PPKM,bantu ppkm,2
46,"Allahu Akbar...Allahu Akbar....yuk kita Sholad Ied di rumah saja bersama keluarga. Kita saling jaga diri &amp; lingkungan kita semua dr serangan virus Corona varian Delta. Patuhi Prokes 6M saat PPKM Darurat, bagi yg belum vaksin, bersegeralah #EidAlAdha #IdulAdha2021 #IdulAdha1442H https://t.co/htX3xWhNuk",allahu akbar allahu akbar yuk kita sholad ied di rumah saja bersama keluarga kita saling jaga diri amp lingkungan kita semua dari serangan virus corona varian delta patuhi prokes saat ppkm darurat bagi yang belum vaksin bersegeralah,2
47,Hari pertama ke kantor di masa PPKM darurat~~,hari pertama ke kantor di masa ppkm darurat,1
48,"@botolnalgene Wkwk masih mending ya teh, membantu umkm yg terdampak ppkm 😅",wkwk masih lebih baik iya kakak perempuan membantu umkm yang terdampak ppkm,2
49,"@saifulteladan PPKM perjuangan
PPKM perjuangan sejahtera..
Semoga kebijakan ini betul2 berdampak mengurangi laju penyebaran kopid.

Aamiin.",ppkm perjuangan ppkm perjuangan sejahtera semoga kebijakan ini betul berdampak mengurangi laju penyebaran kopid amin,2
50,"@__inibukanaku__ Online beib japri.
Mana ada lg ppkm toko mz buka😹",onlen beib japri mana ada lagi ppkm toko mas buka,1
51,"Morning, semangat terus walau ppkm darurat :)",morning semangat terus walau ppkm darurat,2
52,"@BPPD_JATENG min, kalo mau ganti plat nomor tp posisi sekarang di jakarta dan gak bisa pulkam karena ppkm apakah bisa dilakukan di jkt ya min?
Thanks",min jika mau ganti plat nomor tapi posisi sekarang di jakarta dan enggak bisa pulkam karena ppkm apakah bisa dilakukan di jakarta iya min terima kasih,1
53,"@Srinthiel__ Patuhi PPKM
#PPKMDemiPemulihanNKRI",patuhi ppkm,2
54,Jujurly. Hari ini tanggal 25 terakhir PPKM kan? Besok udah longgar lagi.,jujurly hari ini tanggal terakhir ppkm kan besok sudah longgar lagi,1
55,"Happy Birthday DiDi visual kebanggannya auspa, sehat sehat ya budak corporate wkwk see you after PPKM ya sisss 💕💕💕
@mamiyedam #HappyDiyasBirthday https://t.co/YkIVo4StIv",bahagia birthday didi visual kebanggannya auspa sehat sehat iya budak corporate wkwk sih you setelah ppkm iya sis,2
56,"MEEEE. Swab berkali kali, sakit apapun swab, bahkan ada cluster keluarga yg serumah dan contactnya bener bener close tapi alhamdulillah ga kena. Padahal wfo, commuting everyday back then. Kalo pas ppkm dianter jemput dan ngekost. https://t.co/Rn0IGZxxMg",me swab berkali kali sakit apapun swab bahkan ada cluster keluarga yang serumah dan contactnya benar benar close tapi alhamdulillah tidak kena padahal wfo commuting everyday back then jika pas ppkm diantar jemput dan ngekost,1
57,Lucunya walau terkesan cuma cari follower &amp; subscriber. Youtuber &amp; Selebgram malah banyak yg lebih peduli rakyat yg terdampak PPKM. Hmm.. Seandainya para pejabat punya akun youtube mungkinkah mereka jadi lebih peduli walau pun cuma sekedar cari suara? #PPKMDaruratBerdampakBaik,lucunya walau terkesan cuma cari follower amp subscriber youtuber amp selebgram bahkan banyak yang lebih peduli rakyat yang terdampak ppkm hmm seandainya para pejabat punya akun youtube mungkinkah mereka jadi lebih peduli walau pun cuma sekedar cari suara,2
58,"kerumunan di ulangi lagi, kerumunan di ulangi lagi oleh presiden jokowi dlm rangka pembagian sembako, seharusnya mengaca dari kejadian yg sudah2, yg akhirnya selalu kacau dan berdesakan.
sungguh tak punya keteladanan seorang pemimpin dlm situasi PPKM sprt ini. https://t.co/rEut72uS0I",kerumunan di ulangi lagi kerumunan di ulangi lagi oleh presiden jokowi dalam rangka pembagian sembilan bahan pokok seharusnya mengaca dari kejadian yang sudah yang akhirnya selalu kacau dan berdesakan sungguh tidak punya keteladanan seorang pemimpin dalam situasi ppkm spini,0
59,"@Stevaniehuangg Ooh mungkin ini alasan ppkm diperpanjang kali ya, banyak imun cecebs yg drop jadi berpotensi menaikkan jumlah yg terpapar koronce 🤣",oh mungkin ini alasan ppkm diperpanjang kali iya banyak imun cecebs yang drop jadi berpotensi menaikkan jumlah yang terpapar koronce,0
60,PPKM diperpanjang lagi ga yaaaa...🤔🤔,ppkm diperpanjang lagi tidak iya,1
61,Ppkm udhn belum? Mau naik kereta:'),ppkm udhn belum mau naik kereta,1
62,@RonnyYulianto7 @RerCrown @Wan9Wong213 @BatuKepla @kadrunhunter21 @trewellu @govindajaya4 @sungganteng @AyamSegar3 Pagi kawan ku yg termasuk golongan pengusaha essential yg di bebaskan dlm PPKM Darurat sbg penyelamat bangsa2 wanita,pagi kawan ku yang termasuk golongan pengusaha e ential yang di bebaskan dalam ppkm darurat sebagai penyelamat bangsa wanita,1
63,@lavienrozx Ppkm sayang,ppkm sayang,1
64,@minguriiscomin tengok keputusan ppkm coks,menjenguk keputusan ppkm coks,1
65,"Masyarakat dan aparat harus bersama ciptakan suasana yang kondusif, tertib dan taat prokes. 

Demi memutus mata rantai penyebaran Covid 19 dan mensukseskan PPKM.

@PlateJohnny 
@kemkominfo https://t.co/P7GqXVegkF",masyarakat dan aparat harus bersama ciptakan suasana yang kondusif tertib dan taat prokes demi memutus mata rantai penyebaran covid dan mensukseskan ppkm,2
66,PPKM SETAN,ppkm setan,0
67,@siput_rii Padahal tiap hari nangisin skripsi yg ga kelar-kelar karna gabisa ambil data di kampus karna masih ppkm (dan berujung nambah semester),padahal tiap hari nangisin skripsi yang tidak kelar kelar karena tidak bisa ambil data di kampus karena masih ppkm dan berujung bertambah semester,0
68,"@infojakarta Semoga beneran sampe akhir juli ga diperpanjang2 lagi
Semoga warganya juga patuh aturan ppkm ini supaya kasus covid berkurang",semoga benaran sampai akhir juli tidak diperpanjang lagi semoga warganya juga patuh aturan ppkm ini supaya kasus covid berkurang,2
69,"PPKM Darurat menjadi Langkah yg tepat untuk memutuskan mata rantai penularan covid19.

Jadilah Masyarakat yg Turut Peduli, bukan malah ngerusuhin. 🙏

#PatuhiAturanPPKMDarurat https://t.co/hrhj6TUXEq",ppkm darurat menjadi langkah yang tepat untuk memutuskan mata rantai penularan covid jadilah masyarakat yang turut peduli bukan bahkan ngerusuhin,2
70,"Late post. 27-7-2021
Sebagai wujud kepedulian kami terhadap dampak lain dari pelaksanaan PPKM Mikro bagi PKL,  Lurah dan perangkat Kelurahan Ngroto melakukan aksi Peduli PKL dengan memborong dagangan mereka. 
Semoga bisa sedikit meringankan beban mereka. 
Mari berbagi. https://t.co/31b6YpRkuY",late post sebagai wujud kepedulian kami terhadap dampak lain dari pelaksanaan ppkm mikro bagi pkl lurah dan perangkat kelurahan ngroto melakukan aksi peduli pkl dengan memborong dagangan mereka semoga bisa sedikit meringankan beban mereka mari berbagi,2
71,"Mendukung Keputusan Presiden Joko Widodo Terkait Penerapan PPKM Darurat

PPKM Pulihkan Bangsa https://t.co/waRAsjWXGc",mendukung keputusan presiden joko widodo terkait penerapan ppkm darurat ppkm pulihkan bangsa,2
72,"Mari kita dukung program pemerintah yang memperpanjang PPKM level 4 demi keselamatan bersama dan wajib memakai ProKes ya.

#RedamPandemiJagaNKRI https://t.co/p9dxMZsouu",mari kita dukung program pemerintah yang memperpanjang ppkm level demi keselamatan bersama dan wajib memakai prokes iya,2
73,"@PutraWadapi PPKM brp minggu, bulan, ato bahkan tahunan, gk masalah. Yg penting ikatan cinta jalan trs. Bukan begitu prof @mohmahfudmd ?",ppkm berapa minggu bulan atau bahkan tahunan gak masalah yang penting ikatan cinta jalan terus bukan begitu prof,1
74,"@aewin86 Pemerintah sudah benar melaksanakan PPKM darurat...mari kita dukung sepenuhnya. .dgn jaga diri msing2 ...

#JokowiAtasiPandemi 
💪💪❤️🇲🇨",pemerintah sudah benar melaksanakan ppkm darurat mari kita dukung sepenuhnya dengan jaga diri msing,2
75,"@adistyaratu Udh paling bagus jobdesc satpol PP lomba lari ama bencong aja

Udah PPKM gini, masih aja pungli nyari untung pribadi",udah paling bagus jobdesc satpol pulang pergi lomba lari sama banci saja sudah ppkm begini masih saja pungli mencari untung pribadi,0
76,"@eT3keWerNy3ng1r Kenapa nunggu esok? PPKM level kan dah mo berakhir, tp nggak tau ganti nama apalagi

#LurahEndGame",kenapa menunggu esok ppkm level kan sudah mau berakhir tapi tidak tahu ganti nama apalagi,1
77,"KTP Kota Jogja, Tinggal di Kab.Bantul, Kerja di Kab.Sleman, Semangat Menembus Barikade PPKM!🤣",ktp kota jogja tinggal di kabupaten bantul kerja di kabupaten sleman semangat menembus barikade ppkm,0
78,@ghastpiracy bukannya desakan pengahapusan ppkm juga berangkat dari kepentingan pribadi banyak orang bg?,bukannya desakan pengahapusan ppkm juga berangkat dari kepentingan pribadi banyak orang abang,1
79,"Ga mampu bikin sejahtera rakyat, bisanya buat aturan PPKM tapi rakyat ga dikasi makan.... mending

#PakdeMundurSaja",tidak mampu buat sejahtera rakyat bisanya buat aturan ppkm tapi rakyat tidak dikasi makan lebih baik,0
80,"@convomf harusnya ntar siang berenang tapi gajadi karna ppkm, jadi yaaa gatau deh",harusnya nanti siang berenang tapi tidak jadi karena ppkm jadi iya enggak tau deh,0
81,@Mr_Khepo Hiburan d kala ppkm 😂,hiburan kala ppkm,2
82,"@jokowi PPKM kasih bantuan pak jangan PPKM terus ttp tdk ada bantuan, bagaimana rakyat mau mentaati nya... Butuh lepas, harian, karyawan beda dengan ASN walau Kami tak kerja tak makan pak... Beda dg ASN walaupun bertahun mereka PPKM mereka tetap dapat gaji....",ppkm kasih bantuan pak jangan ppkm terus tetap tidak ada bantuan bagaimana rakyat mau mentaati nya butuh lepas harian karyawan beda dengan asn walau kami tidak kerja tidak makan pak beda dengan asn walaupun bertahun mereka ppkm mereka tetap dapat gaji,0
83,Pagiii hari pertama setelah PPKM. Ayok main huftttt eah,pagi hari pertama setelah ppkm ayo main mengeluh eah,1
84,"Pagi Ol,
Selamat kembali memulai aktivitas ditengah suasana Hari Tasyrik dan diperpanjang nya PPKM, harus semangat. Karena kalo kita ga keluar kerja kita ga makan🙏",pagi online selamat kembali memulai aktivitas ditengah suasana hari tasyrik dan diperpanjang nya ppkm harus semangat karena jika kita tidak keluar kerja kita tidak makan,1
85,@jejee_pjs Hshshsh sekolahmu gak ppkm?,hshshsh sekolahmu enggak ppkm,1
86,"gpp skrg aku menjadi kepopong yg menututup diri, nnti klo dh ppkm jd kupu2 lg 🙃",tidak apa-apa sekarang saya menjadi kepopong yang menututup diri nanti kalau deh ppkm jadi kupu lagi,1
87,Panjanngggggggg ppkm https://t.co/YnGIyw4ajs,panjanng ppkm,1
88,Akhmad PPKM https://t.co/H1SxwSM6bM,akhmad ppkm,1
89,Salah satu cara untuk mencegah penularan virus covid19 maka pemerintah memberlakukan kebijakan PPKM Darurat #PPKMDaruratSolusiTepat https://t.co/wMG3UKcHyc,salah satu cara untuk mencegah penularan virus covid maka pemerintah memberlakukan kebijakan ppkm darurat,2
90,"Sebagai warga negara yang baik kita harus mendukung kebijakan pemerintah tentang PPKM Darurat karena kita sama-sama tidak mau korban sakit dan meninggal dunia gara-gara COVID-19 ini terus bertambah.
#TolongPatuhiAturanPPKM https://t.co/4jMvDrOawi",sebagai warga negara yang baik kita harus mendukung kebijakan pemerintah tentang ppkm darurat karena kita sama sama tidak mau korban sakit dan meninggal dunia gara gara covid ini terus bertambah,2
91,@shabrisabi @AREAJULID Itu kenapa skrg namanya PPKM Dan gak pernah di beri nama karantina.. sehingga secara hukum terbebas dari kewajibannya.. pahit ? Banget...,itu kenapa sekarang namanya ppkm dan enggak pernah di beri nama karantina sehingga secara hukum terbebas dari kewajibannya pahit banget,0
92,"@Dennysiregar7 Bohir siapa? gregetan bgt saya..knp dikasih ijin..knp g diciduk..kan ada UU karantina..knp g ""diinjek"" ajalah..g usah ngmng atas nama demokrasi ..Capek kami org kecil PPKM...sdh Kamplengi saja para pendemo dan bohirnya ini",bohir siapa gregetan banget saya kenapa dikasih ijin kenapa diciduk kan ada uu karantina kenapa diinjek ajalah perlu bicara atas nama demokrasi cape kami orang kecil ppkm sudah kamplengi saja para pendemo dan bohirnya ini,0
93,"#PatuhProkesHargaMati
.
.
Masyarakat yg patuh semua aturan PPKM Level 4 yang telah dibuat dan Pemerintah jg melakukan pengawasan pelaksanaan PPKM dgn ketat maka hasil yg kita harapkan yaitu terjadi penurunan yang signifikan akan tercapai.

https://t.co/3epKosbMew",masyarakat yang patuh semua aturan ppkm level yang telah dibuat dan pemerintah juga melakukan pengawasan pelaksanaan ppkm dengan ketat maka hasil yang kita harapkan yaitu terjadi penurunan yang signifikan akan tercapai,2
94,PPKM versi Mak Erot 😂😂😂 https://t.co/nKe1QxR6sI,ppkm versi ibu erot,1
95,"Ya Allah, goldar aku A+, orang bandung, tapi dom bekasi. Ada rencana mau kesana tapi masih ppkm😭 https://t.co/vwGUT1UaYl",iya allah goldar saya orang bandung tapi domisili bekasi ada rencana mau kesana tapi masih ppkm,0
96,"@Mels1718 Klo tiba2 keluar keputusan PPKM, berarti semua online pulang lah?",kalau tiba keluar keputusan ppkm berarti semua onlen pulang lah,1
97,Stay strong pejuang PPKM,tinggal strong pejuang ppkm,2
98,"YLBHI: Pemerintah Pakai Istilah PSBB hingga PPKM untuk Hindari Kewajiban Penuhi Kebutuhan Warga

===
Dari sisi hukum salah n dari sisi non hukum gak bener, dzolim &amp; pelit pada rakyat, malah dpt ditafsirkan melindungi koruptor kroni &amp; oligarkinya.
===
 https://t.co/NFVeGvmFwg",ylbhi pemerintah pakai istilah psbb hingga ppkm untuk hindari kewajiban penuhi kebutuhan warga dari sisi hukum salah dari sisi non hukum enggak benar dzolim amp pelit pada rakyat bahkan dapat ditafsirkan melindungi koruptor kroni amp oligarkinya,0
99,"Ada buzzer yg singgung mengenai kemarahan pak Anies k perusahaan asuransi yg tidak patuh PPKM darurat. 
Siapa buzzer ny? 🤔 https://t.co/36NvkP5E7S",ada buzzer yang singgung mengenai kemarahan pak anies perusahaan asuransi yang tidak patuh ppkm darurat siapa buzzer nya,1
100,"Reply annya bikin imun naik di masa ppkm berlevel 

Temans ,,kamu emang pada koplak 😂😂 https://t.co/6FnEKJL5Qy",reply annya buat imun naik di masa ppkm berlevel temans kamu memang pada kocak,2
101,Kapan ppkm kelar yah https://t.co/oEt96nE9pl,kapan ppkm kelar ya,1
102,@unnesmenfess mbaknya sungguh memanfaatkan waktu ppkm dg baik🙂,mbaknya sungguh memanfaatkan waktu ppkm dengan baik,2
103,@lagilagifanta PPKM: Pagi-Pagi Kangen kaMu 😆,ppkm pagi pagi kangen kamu,1
104,@bbych4n_ Ppkm jadi gak sia-sia kalo begini,ppkm jadi enggak sia sia jika begini,2
105,"@Jepara_Twitt Tahunan (jl. Soekarno-hatta) -Jepara (jl. Diponegoro) gimana min?
Selama ppkm keluar rumah pas kerja aja jadi kurang paham mana-mana jalan yang di tutup",tahunan jalan soekarno hatta jepara jalan diponegoro bagaimana min selama ppkm keluar rumah pas kerja saja jadi kurang paham mana mana jalan yang di tutup,0
106,"@jokowi Saya berharap UU tahun 2018 pasal 1 ayat 55 klu gak salah,yg terdampak ppkm tolong dong BPK presiden kami di perhatikan,kami hanya pegawai serabutan.",saya berharap uu tahun pasal ayat kalau enggak salah yang terdampak ppkm tolong dong bapak presiden kami di perhatikan kami hanya pegawai serabutan,1
107,"@FKadrun Sudah kebiasaan perlakuan kasar para pol , apalagi terhadap rakyat biasa... 
Seharusnya selagi PPKM ini harus lbh bijak dimana rakyat byk yg lagi kesusahan dan kepanikan krn pandemi ini.",sudah kebiasaan perlakuan kasar para pol apalagi terhadap rakyat biasa seharusnya selagi ppkm ini harus lebih bijak dimana rakyat banyak yang lagi kesusahan dan kepanikan karena pandemi ini,0
108,Pagi admin.. Mau nanya pembuatan SKCK di polres metro  bekasi selama PPKM level 4 tetap buka gak? @urbancikarang,pagi admin mau tanya pembuatan skck di polres metro bekasi selama ppkm level tetap buka enggak,1
