,raw,processed,label
26,"Dengan adanya dampak positif setelah diterapkannya ppkm level 4 di wilayah paparan yang tergolong tinggi. 
Kita harus bersama-sama dan mendukung program pemerintah melawan covid 19. https://t.co/cFlMDvEqF3",dampak positif diterapkannya ppkm level wilayah paparan tergolong tinggi mendukung program pemerintah melawan covid,2
27,"@Sa_Ramadhan1 @jokowi 3. Aturan mulai PSBB sd PPKM darurat, Kartu Prakerja tdk termasuk sektor esensial/kritikal. Berarti tdk penting tdk mendesak mk politik anggaran seharusnya sejalan. Silahkan dianggarkan setelah pandemi. Saya tdk hanya membahas KP tapi saya bahas kebijakan darurat pandemi",aturan mulai psbb sd ppkm darurat kartu prakerja termasuk sektor esensial kritikal berarti penting mendesak politik anggaran sejalan silakan dianggarkan pandemi membahas kp bahas kebijakan darurat pandemi,1
28,@jokowi Maaf pak kalau yg kami2 supir travel gimana pak..penumpang makin sepi selama ppkm karna gak berani keluar dan untuk mencari nafkah buat ank istri serta pendapatan menurun dari awal psbb sampai sekarang ppkm lavel 4 dan bantuan blm ada nyampe sampai sekarang ke kami supir travel🙏🏼,maaf pak supir travel pak penumpang sepi ppkm berani keluar untuk mencari nafkah anak istri pendapatan menurun awal psbb ppkm lavel bantuan supir travel,0
29,"Bansos PPKM

Jokowi Merawat Indonesia https://t.co/b5FS2yQY6c",bansos ppkm jokowi merawat indonesia,2
30,@kemalpalevi ppkm malah kluyuran https://t.co/aHgDQhaM0y,ppkm kluyuran,0
31,@iradwiar_ PPKM emang ada yo seng nyediani tempat hnya beberapa menit untuk bersantai ? bukane selama ppkm hnya melayani delivery &amp; kursine di tiadakan ... 🤔,ppkm iya seng nyediani tempat menit untuk bersantai bukane ppkm melayani delivery amp kursine tiadakan,0
32,@Widyarenee_ Patuhi PPKM...,patuhi ppkm,2
33,"@Telkomsel Aplikasinya ikut PPKM euyyyyy.... Mau beli kuota g bisa.... Ambyarrrrrr

Ambyar.... 

Katanya mau kerja sama sama Elin Musk https://t.co/ZRshco5G9X",aplikasinya ikut ppkm euy beli kuota ambyar ambyar katanya kerja elin musk,0
34,@SupirPete2 @jokowi  ppkm : pamong praja kok mukul?,ppkm pamong praja mukul,0
35,"@0412PRECIOUS Hha kaya kepaksa mandi, btw kalo keluar ikutin aturan ppkm ya😃👍🏻",hha kayak kepaksa mandi ngomong-ngomong keluar mengikuti aturan ppkm iya,2
36,"Alhamdulillah sekarang kalo ada yg ngajak nongkrong, punya alasan buat nolak. 
'Kan lagi ppkm'",alhamdulillah mengajak nongkrong punya alasan nolak ppkm,1
37,"Tokoh masyarakat dukung Otsus Papua
PPKM Bentengi Negeri https://t.co/qqbTwAIS0A",tokoh masyarakat dukung otsus papua ppkm bentengi negeri,0
38,warga di gembar gembor taat prokes.. ppkm diperpanjang.. orang cari nafkah dibubarin.. but another side.... yauda lahya namanya juga repvblik wakanda https://t.co/eLPXR1F89M,warga gembar gembor taat prokes ppkm diperpanjang orang cari nafkah dibubarin but another side yauda lahya namanya repvblik wakanda,0
39,@SarahJayanti Parah ngidam pempek rama dr sebelum ppkm parah!!!😭 btw krim malam 1 erha abis wkakakakak 🤣,parah mengidam pempek rama ppkm parah ngomong-ngomong krim malam erha habis wkakakakak,1
40,"@lilaccountz Ini lg PPKM, coba hari2 normal.. Kalimalang, jalan alternatif ke kawasan pagi sm sore hari dah asoooooy bgt Miw... 😪😪",ppkm coba hari normal kalimalang jalan alternatif kawasan pagi sore hari asyik banget miw,0
41,"Salah banget emang ninggalin laptop di kantor tuh. Sekarang PPKM diperpanjang, kaga bisa ke kantor, di rumah kaga bisa kerja krn laptop di sana. Obat jg ketinggalan 😂😂😂",salah banget meninggalkan laptop kantor ppkm diperpanjang kantor rumah kerja laptop obat ketinggalan,0
42,@dikychandra_ PPKM itu Pengambilan Paksa Kesejahteraan Masyarakat ya,ppkm pengambilan paksa kesejahteraan masyarakat iya,0
43,"Sudah lama tidak self reward dengan keliling mall sendirian, kapan PPKM selesai? https://t.co/p15b9f4Bye",self penghargaan keliling mall sendirian ppkm selesai,1
44,"@kanimbandung Pagi Min, paspor saya habis masa berlakunya dan belum bisa perpanjangan karena PPKM, apa nanti masih bisa diperpanjang dan gak ada masalah?",pagi min paspor habis masa berlakunya perpanjangan ppkm diperpanjang masalah,1
45,PPKM level 4 yg diberlakukan oleh Presiden Jokowi ngga hanya berlaku utk Jkt aja Bree tp utk 141 kota/kab di Indonesia. Kuuy berjuang bersama mengatasi pandemi ini https://t.co/onFsvT0J94,ppkm level diberlakukan presiden jokowi berlaku untuk jakarta bree untuk kota kabupaten indonesia kuuy berjuang mengatasi pandemi,2
46,"@ar43899 PPKM
Percaya Pasti Kristus Menolong",ppkm percaya kristus menolong,2
47,"@collegemenfess aku sempet kepikiran ginii kemarin pas sempro, mana lagi ppkm pasti sepi bgt, tp gajadi krn ga terlalu yakinnn huaa, jadinya di rumah temen yg ada wifinya",terpikirkan kemarin pas sempro ppkm sepi banget tidak jadi yakin huaa jadinya rumah teman wifinya,1
48,@forkji88 Yoklah abis ppkm!!!,yoklah habis ppkm,1
49,"@kakdenn Gas sih, habis ppkm baru bisa😌",gas sih habis ppkm baru,1
50,"@zoelfick Salut pade kedua belah pihak 
Pihak petugas PPKM memang saat enih harus keras dan PASPAMPRES entuh memang harus maklum dan sabar",salut pade kedua belah pihak pihak petugas ppkm enih keras paspampres entuh maklum sabar,2
51,"@PDI_Perjuangan @ariabima99 Baca tulisan tentang PPKM, ingat PSBB. Kalau dengar kata PSB, ingat Bansos yang dikorpsi.",baca tulisan ppkm ingat psbb dengar kata psb ingat bansos dikorpsi,0
52,"@geloraco Apa fungsi di PPKM klo yg dari luar masih boleh masuk,,, dagelan..",fungsi ppkm luar masuk dagelan,0
53,"Sebenernya paling cocok nikah tuh ya pas ppkm, hemat duit😂",cocok nikah iya pas ppkm hemat duit,2
54,"ppp kasi rekomen anime dong,ppkm membuatku menjadi wibu😃",kasih rekomen anime ppkm membuatku menjadi wibu,1
55,"PPKM
(Pingin Pulang Keru Mah )",ppkm pengin pulang keru mah,0
56,"PPKM level 4
#SalingJagaBansos #JagaPDKawalDemokrasi Vaksinasi Jaga Kesehatan #PakdeMudikAja #TenggelamkanDemokrat2024 Koruptor https://t.co/EM4Gr6QmkX",ppkm level vaksinasi jaga kesehatan koruptor,2
57,"@antaranews Seharusnya sblm ppkm dimulai sdh dipirkan dulu segala sesuatunya, jangan habis nyumbang malah disumbang",seblum ppkm dimulai dipirkan habis nyumbang disumbang,0
58,"@Bank_Aconk Patuhi aturan PPKM..
#BersatuPaduAtasiPandemi",patuhi aturan ppkm,2
59,"Sabar ya Mang...aku mengerti ini berat,hrs LDR-an &amp; cuman bisa lovestagram-an kyk gni. Percayalah..PPKM ini akan segera berakhir, kita akan bisa bertemu. 😁😁
#kdramaselcaday https://t.co/JOCGf2j6qS",sabar iya mengerti berat hubungan jarak jauh an amp lovestagram an kayak percayalah ppkm berakhir bertemu,2
60,Siap ppkm sebulan nih https://t.co/9Um5LCCnFo,siap ppkm sebulan,2
61,@FOOD_FESS Buka dari subuh sih nder.  Tapi gatau kalo ppkm gini buka jam berapa,buka subuh sih brother enggak tau ppkm buka jam,1
62,"Perpanjangan PPKM level 4 dipastikan tidak akan mengganggu produktivitas warga,
 karena pemerintah mengizinkan beroperasi kegiatan ekonomi masyarakat seperti pasar tradisional,
toko kelontong dan Swalayan hingga pukul 20. 00 wib dengan kapasitas pengunjung 50%. https://t.co/VU0ueawAgz",perpanjangan ppkm level dipastikan mengganggu produktivitas warga pemerintah mengizinkan beroperasi kegiatan ekonomi masyarakat pasar tradisional toko kelontong swalayan pukul wib kapasitas pengunjung,2
63,"@FerdinandHaean3 PPKM menunjukan penurunan anka penyebaran, di lanjut kn PPKM level 4 tolong awasi distribusi vaksin, BANSOS  yg tepat sasaran umkm bergerak lagi, lanjut kn pa @ganjarpranowo",ppkm menunjukan penurunan anka penyebaran lanjut ppkm level tolong awasi distribusi vaksin bansos tepat sasaran umkm bergerak lanjut,2
64,"@kompascom @susipudjiastuti Gajimu pak @jokowi  potongen, lumaya buat beli beras trus di bagi2 ke warga dampak ppkm, klo kita yg berkorban, apa yg hrs dikorbankan? Dpt duit tiap hari gk tentu, mkn juga seadanya loh😭",gajimu pak potongen lumaya beli beras terus warga dampak ppkm berkorban dikorbankan duit hari gak seadanya loh,0
65,"Drpd nonton sinetron, mending bagi2 duit kayak gini.. PPKM memberi kesempatan utk berbagi dan saling membantu.. ☺ https://t.co/YzPtN4RnjS",menonton sinema elektronik lebih baik duit ppkm memberi kesempatan untuk berbagi membantu,2
66,ppkm masih lanjut apa ga sih?,ppkm lanjut sih,1
67,"Happy Birthday DiDi visual kebanggannya auspa, sehat sehat ya budak corporate wkwk see you after PPKM ya sisss 💕💕💕
@mamiyedam #HappyDiyasBirthday https://t.co/YkIVo4StIv",bahagia birthday didi visual kebanggannya auspa sehat sehat iya budak corporate wkwk sih you ppkm iya sis,2
68,"Buset, gw baru nyadar kalo hari ini udah hari sabtu bae. Kemarin gw udah ga jumatan ke yang berapa yak semenjak ppkm makannya sampe lupa hari wkwk",buset baru menyadari hari hari sabtu bae kemarin jumatan iya semenjak ppkm makannya lupa hari wkwk,0
69,"NEGARA butuh dukungan KITA untuk sama-sama bergerak bergotong royong , YA 

#BahuMembahuAtasiPandemi

Tetap Dirumah, Share info donatur pasien ISOMAN di WAG, Lapor jika ada Kepala Daerah yg Hambat PPKM Darurat &amp; Vaksinasi, Selalu Pastikan 5 M menjadi 1 M , yaitu Manut 🙏 https://t.co/5vNqeXF7Od",negara butuh dukungan untuk bergerak bergotong royong iya tetap dirumah share informasi donatur pasien isoman wag lapor kepala daerah hambat ppkm darurat amp vaksinasi pastikan menjadi manut,2
70,@maswik_ Huft gak ado happynya ppkm,mengeluh ado happynya ppkm,0
71,@Bengkeltanah2 Sepertinya emang sengaja ingin menyerang pemerintah dg isiu ppkm ... anehnya Pandemi Melonjak yg disalahin Pemerintah jg. ..,sengaja menyerang pemerintah isiu ppkm anehnya pandemi melonjak disalahin pemerintah,0
72,"mumpung lagi ppkm level 3, semua didiskon, -.-.... https://t.co/JsjbfP84nY",ppkm level didiskon,1
73,"Untuk menambah imun ayoo sempetin goes - goes tapi , ingat ikuti PPKM https://t.co/TOqpPWXdxO",untuk menambah imun ayo sempetin goes goes ingat ikuti ppkm,2
74,"Day-13 PPKM :
Udah kemana aja sama kasur?",hari ppkm kemana kasur,1
75,PPKM diundur sampe hamin idup lagi,ppkm diundur hamin hidup,1
76,"cuk kayaknya kudu beli ini, ppkm uniqlo buka ga sih? https://t.co/kDl26FfefG",cuk beli ppkm uniqlo buka sih,1
77,PPKM level 4 dapet exp dari mana woi?,ppkm level exp woi,1
78,"#StopBuatKerumunan , semua sudah diatur,. Jadi tak ad alasan lg tuk melanggar. Bahkan pemerintah tlah mngucurkan bansos tuk menahan efek PPKM Darurat. Sayangi dirimu, patuhi prokes, kurangi mobilitas daan ikut vaksin https://t.co/ScbaovqzbE",diatur jadi alasan untuk melanggar pemerintah tlah mngucurkan bansos untuk menahan efek ppkm darurat sayangi dirimu patuhi prokes kurangi mobilitas daan ikut vaksin,2
79,"Mari kita untuk terus mendukung penerapan PPKM
PPKM Tangkal Pandemi https://t.co/cuBdRiQC1e",mari untuk terus mendukung penerapan ppkm ppkm tangkal pandemi,2
80,"Mari kita 
#TetapWaspadaCovidMasihAda 
Jaga kesehatan..
Patuhi disiplin protokol kesehatan dan lakukan vaksinasi..
Serta patuhi aturan PPKM 
Demi kesehatan dan keselamatan kita semua https://t.co/Q1crCnovC7",mari jaga kesehatan patuhi disiplin protokol kesehatan lakukan vaksinasi patuhi aturan ppkm kesehatan keselamatan,2
81,"@marlina_idha uji coba PPKM Darurat  gagal, dicoba lg dgn PPKM 4 gagal juga, coba diperpanjang lagi masih dgn nama PPKM 4 pada level sama, klo gagal lagi dicoba ganti nama ya. 😖😞",uji coba ppkm darurat gagal dicoba ppkm gagal coba diperpanjang nama ppkm level gagal dicoba ganti nama iya,0
82,Buat temen temen semua yang mau lewat perbatasan bandung - subang hati hati nya euy aya operasi ppkm,teman teman lewat perbatasan bandung subang hati hati nya euy aya operasi ppkm,1
83,"#PPKMVaksinasiSaveNKRI
Adapun bantuan sosial yg akan diberikan pemerintah saat PPKM darurat ini adalah bantuan langsung tunai, bansos sembako, PKH hingga BLT dana desa dan kartu prakerja.
~Jadi jgn kuatir karena PPKM pemerintah tdk diam ttang bantuan.👍🏽🙏

https://t.co/zSjlIebAPS",bantuan sosial diberikan pemerintah ppkm darurat bantuan langsung tunai bansos sembilan bahan pokok pkh blt dana desa kartu prakerja jadi kuatir ppkm pemerintah diam ttang bantuan,2
84,"@V4r3zh_Dev Iya Bib @V4r3zh_Dev ga hbs pikir sm ini pemerintah,...PPKM diterapin,..rakyt mau mkn apa cb...emang mereka ngaseh mkn??..
Ini udah sgt keterlaluan..",iya bib habis pikir pemerintah ppkm diterapin rakyt coba ngaseh keterlaluan,0
85,"Alasan pelarangan: dianggap akan menimbulkan kerumunan ditengah pemberlakuan PPKM, sangat aneh karena ada kegiatan lain yg menimbulkan kerumunan tdk dilarang contoh: bagi2 sembako, pilkada, antrian fucksin https://t.co/vBTgeBNrPm",alasan pelarangan dianggap menimbulkan kerumunan ditengah pemberlakuan ppkm aneh kegiatan menimbulkan kerumunan dilarang contoh sembilan bahan pokok pemilihan kepala daerah antrian fucksin,0
86,"@Cobeh09 Kasian pedagang yg gak boleh jualan, gimana mau dapat penghasilan. Harusnya pemerintah ngasi biaya hidup selama PPKM Darurat ini",kasihan pedagang jualan penghasilan pemerintah mengasih biaya hidup ppkm darurat,0
87,"Cc
@jokowi
@DivHumas_Polri
@CCICPolri
@TjahjantoHadi
@Puspen_TNI
@binofficial_ri

Ada rencana aksi demo oleh HMI &amp; buruh ditengah pemerintah telah bersusah-payah tangani pandemi Covid-19.

Jangan sia-siakan PPKM terhadap masyarakat oleh aksi unfaedah!
#TolakDemoPerparahPandemi https://t.co/I8VQdhMjEC",cc rencana aksi demo hmi amp buruh ditengah pemerintah bersusah payah tangani pandemi covid sia siakan ppkm masyarakat aksi unfaedah,2
88,@DrTaufan1 @BunnedU Lebih baik lagi tolak yang buat PPKM nya agar tak akal2an lagi cari2 istilah utk menyusahkan rakyat kecil,baik tolak ppkm nya akal an cari istilah untuk menyusahkan rakyat,0
89,Udah tgl 2 coy moga2 ppkm ga diperpanjang lagi 😰,tanggal coy moga ppkm diperpanjang,1
90,"@kumparan LUHUT ini BACOTNYA MENCLA-MENCLE, dia sendiri yg bilang semua TERKENDALI tapi mau memperpanjang PPKM DARURAT....TAEK !",luhut bacotnya mencla mencle bilang terkendali memperpanjang ppkm darurat tahi,0
91,"Yg bener kalo rakyat lapar ya bantuan yg bener. Jalankan UU Karantina Kesehatan, bukan PPKM tanpa jaminan. Ngomong kalo lapar jangan beli cat mah gampang. Situ di eksekutif bro.
Oh ya sbg mantan aktivis tentu harusnya paham penting isi pesan mural drpd muralnya sendiri https://t.co/xRYjIHH8IS",benar rakyat lapar iya bantuan benar jalankan uu karantina kesehatan ppkm jaminan bicara lapar beli cat mah gampang situ eksekutif saudara laki-laki oh iya mantan aktivis paham penting isi pesan mural muralnya,0
92,@UB54254859 Klo gak ppkm kita renang yuk diresinda,ppkm renang yuk diresinda,1
93,@tempodotco Pernyataan blunder lagi...ngapain ada ppkm kalau tutup perbatasan gak ada..,pernyataan blunder sedang apa ppkm tutup perbatasan,0
94,"Allah ampuni dosa dosa kita tapi kalian malah membuka mall dan menutup tempat ibadah, bagaimana cara kita membayar dosa yang lain

PPKM",allah ampuni dosa dosa membuka mall menutup tempat ibadah cara membayar dosa ppkm,0
95,seriusan selama ppkm ni jam tidur ku jadi kaya orang normal uehehe,seriusan ppkm jam tidur ku jadi kayak orang normal uehehe,2
96,@VICE_ID Buat apa kl #ppkm diperpanjang lagi?,kalo diperpanjang,1
97,@marukochaaaann Apa perlu diadakan ppkm jg kak ato grebek vaksin 😄😄,perlu diadakan ppkm kak grebek vaksin,1
98,"Pemerintah memberikan anggaran tambahan sebesar Rp 1,91 triliun untuk memberikan diskon pada pelanggan PLN.

Hal ini karena pemerintah ingin masyarakat tetap produktif ditengah keterbatasan karena PPKM ini. 

Yuk kita semangat https://t.co/30GV5KFTdk",pemerintah memberikan anggaran tambahan sebesar rp triliun untuk memberikan diskon pelanggan pln pemerintah masyarakat tetap produktif ditengah keterbatasan ppkm yuk semangat,2
99,"Setuju PPKM Diperpanjang, Dasco: Demi Keselamatan Rakyat
https://t.co/QvlVVh1QAd",setuju ppkm diperpanjang dasco keselamatan rakyat,2
100,"@berdurihalus @Askrlfess Jdi males ngapa ngapain klo ppkm mulu, mau nugas dirumah aja pun jadi badmood:(",jadi malas ngapa sedang apa ppkm terus nugas dirumah jadi badmood,0
101,"PPKM
Pernah Pacaran Kemudian Menikah. 💍 https://t.co/Vsma9fwaCs",ppkm pacaran menikah,1
102,"PPKM cuma buat WNI
Orang2 disini susah cari kerja, malah datang lagi 2x https://t.co/9821IsKi0u",ppkm wni orang susah cari kerja datang,0
103,@yourbae bismillah tf buat biaya hidup selama ppkm 🙏🏻,bismillah tf biaya hidup ppkm,1
104,@fthllingga besok kalo dah ngga ppkm,besok ppkm,1
105,PPKM pagi pagi kangen mybestie https://t.co/wCz73HamQ4,ppkm pagi pagi kangen mybestie,1
106,"@lyydly Calm, habis ppkm hura² sampe loss doll😂",calm habis ppkm hura doll,2
107,@sdhadayangpakai PPKM nih banyak penyekatan,ppkm penyekatan,0
108,@hfdhrzky ppkm = panik panik kamu,ppkm panik panik,1
109,"PECAT AJA TUH KEPALA DAERAH - KEPALA DAERAH YG NGGA KOMPAK SAMA KEBIJAKAN PUSAT |

Keberhasilan pelaksanaan PPKM Darurat sangat ditentukan oleh kepala daerah sbg pemegang otoritas pembuat kebijakan dlm pengendalikan pandemi di daerah masing2.

@kemenkomarves @kemendagri https://t.co/9ev8DldyZW",pecat kepala daerah kepala daerah kompak kebijakan pusat keberhasilan pelaksanaan ppkm darurat ditentukan kepala daerah pemegang otoritas pembuat kebijakan pengendalikan pandemi daerah,0
110,"Aliansi pedagang Bandung: BUNUH KAMI SEKALIANNPAK KALO ADA PPKM JILID 2 😭😭😭
https://t.co/UZlNoP4Ynr https://t.co/PUf8UgxIIp",aliansi pedagang bandung bunuh sekaliannpak ppkm jilid,0
111,udah lama ga dengar didikan subuh kok tiba² hari ini ada didikan subuh? lagi ppkm pula 😮,dengar didikan subuh tiba hari didikan subuh ppkm,1
112,"Komisaris utama Telkomsel wisnutama memastikan jaringan WiFi di rumah anda, tidak lagi bermasalah atau tumbang pada saat anda melakukan work from home atau bekerja dari rumah dan ketika putra putri anda tengah melaksanakan pembelajaran secara daring atau online selama PPKM",komisaris utama telkomsel wisnutama memastikan jaringan wifi rumah bermasalah tumbang melakukan work rumah bekerja rumah putra putri tengah melaksanakan pembelajaran secara online onlen ppkm,2
113,"Apa itu PPKM, ditempatku kalau belum tumbang ya wajib mangkat hahah",ppkm ditempatku tumbang iya wajib mangkat hahah,0
114,@LucuLucuaaan @KucengTerbanggg lele ppkm,lele ppkm,1
115,"Kematian Corona Rekor Lagi, Epidemiolog Tak Setuju PPKM Dilonggarkan https://t.co/A5JoeMvrE0 

Ibarat main catur, seharusnya dulu pada saat langkah awal merupakan langkah yang krusial. Salah langkah di awal, akan menyebabkan Indonesia saat ini berada di posisi pilihan yang sulit.",kematian corona rekor epidemiolog setuju ppkm dilonggarkan main catur langkah awal langkah krusial salah langkah awal menyebabkan indonesia berada posisi pilihan sulit,0
116,eh ppkm diperpanjang sampe tanggal berapa deh?,eh ppkm diperpanjang tanggal deh,1
117,"@ddewialx @mutiandries Nanti aja kalo udah bener² selesai PPKM, biar enak ngobrolnya hehehe",benar selesai ppkm enak ngobrolnya hehehe,1
118,"Tujuannya agar masyarakat tetap patuh prokes sampai batas akhir pelaksanaan PPKM darurat, itu benar

Tapi dengan

#PatuhiAturanPPKMDarurat

kita bisa manfaatkan waktu tuk ikut vaksin gratis yang mana menyelamatkan nyawa lebih penting dari sekedar ekonomi

sluman slumun slamet https://t.co/xe9D7jWbjt",tujuannya masyarakat tetap patuh prokes batas akhir pelaksanaan ppkm darurat benar manfaatkan waktu untuk ikut vaksin gratis menyelamatkan nyawa penting sekedar ekonomi sluman slumun selamat,2
119,@ridwanhr hawanya selesai PPKM nambah ini,hawanya selesai ppkm bertambah,1
120,"Pemerintah telah mengupayakan untuk pencegahan penularan Covid-19.

Dengan adanya PPKM level 4 jumlah kasus cukup banyak menurun.

#TetapProkesJanganKendor https://t.co/HfT6UX0q2J",pemerintah mengupayakan untuk pencegahan penularan covid ppkm level jumlah kasus cukup menurun,2
121,@RadioElshinta @DPR_RI Yg pasti penyebaran covid 19 yg tak terbendung itu menyusahkan semua orang. Bukan PPKM darurat.,penyebaran covid terbendung menyusahkan orang ppkm darurat,0
122,@detikcom @auriga28th Lah emang ppkm ya ga usah jalan jalan pak😀,ppkm iya perlu jalan jalan pak,0
