,raw,processed,label
22,"@Udin70020291 @MiGoreeeng @ThoriqReynaldy @willdahamid kenapa karantina gak dipakai tapi pakai kata PSBB? untuk menghindari kewajiban menghidupi rakyat selama karantina. Kenapa PSBB diganti PPKM? karena ada banyak bansos saat PSBB, sehingga PPKM digunakan untuk menghindari permintaan bansos sebanyak saat PSBB.. Sok tahu saya aja ini",karantina dipakai pakai kata psbb untuk menghindari kewajiban menghidupi rakyat karantina psbb diganti bansos psbb digunakan untuk menghindari permintaan bansos psbb sok tahu,0
23,"Entah seribu purnama atau beratus-ratus level PPKM, menyerah bukan sebuah akhir keputusan kan? Kita pasti bisa bestie ✨",tidak tahu seribu purnama beratus ratus level menyerah akhir keputusan bestie,2
24,@eg_nrs Yuk..patuhi himbauan PPKM &amp; patuhi aturan prokes demi keamanan kita semua.,yuk patuhi himbauan amp patuhi aturan prokes keamanan,2
25,@krismola_ LFC korban ppkm tah ya? Irit bener😥,lfc korban teh iya irit benar,1
26,"@maspiyuaja Saya orang kecil menjerit, semakin diperpanjang PPKM, semakin suram periuk nasiku, tapi mungkin bagi mereka semakin panjang PPKM semakin panjang nikmat menunggu",orang menjerit diperpanjang suram periuk nasiku panjang panjang nikmat menunggu,0
27,Ada beberapa restoran di jkt yg udah bisa dine in. Ya semoga aja ppkm kagak di perpanjang lagi.,restoran jakarta dine iya semoga perpanjang,1
28,"Bersyukur waktu liburan foto sebanyak mungkin, waktu ppkm tiba hmmm liburan virtual dulu ye.",bersyukur waktu liburan foto waktu tiba hm liburan virtual ye,1
29,@yunita36A @msaid_didu Klamaan PPKM... eh..malah otak yg dimasker.. 🤣🤣,klamaan eh otak dimasker,0
30,"Vaksin Pelajar. 

PPKM Pulihkan Bangsa https://t.co/3Py37mp9zp",vaksin pelajar pulihkan bangsa,2
31,"Pertimbangan Bali masuk level 3 PPKM darurat adalah status kabupaten dan kota di sini yang masih dalam zona oranye, kecuali Tabanan dan Karangasem ya",pertimbangan bali masuk level darurat status kabupaten kota zona oranye kecuali tabanan karangasem iya,1
32,"Hari senin di masa PPKM, Commuterline Tangerang - Duri sepi😊",hari senin masa commuterline tangerang duri sepi,1
33,"PPKM dimulai lagi. Jan lupa ya manteman. Jaga iman, aman, dan juga imun. Di masa begini emang itu si yang paling harus dijaga bat. Tetap semangat dan jangan menyerah ya buat kamu yang lagi positif. Salam hangat dari sini🤗😘😍🥰",dimulai lupa iya manteman jaga iman aman imun masa sih dijaga banget tetap semangat menyerah iya positif salam hangat,2
34,Ini mah fix kena ppkm. Gak gerak2 paketnya 😔 https://t.co/IrAbnMgNAM,mah fix kena gerak paketnya,0
35,"Pemerintah Jamin Tak Akan Biarkan Warga Kelaparan di Tengah PPKM Darurat.

Bullshit! Hanya retorika.",pemerintah jamin biarkan warga kelaparan tengah darurat bullshit retorika,0
36,PPKM = Pernah Perhatian Kemudian Menghilang.,perhatian menghilang,1
37,"Meski ada PPKM ,kakek2 ini tetap olahraga 😀
 🏄🎶🎧 https://t.co/zE9ErFXkHT",kakek tetap olahraga,2
38,"#BahuMembahuAtasiPandemi

Pemerintah sudah menyiapkan sanksi bagi para kepala daerah, ayo bapak2 kepala daerah PPKM Darurat segaralah dijalankan , kasih tindakan tegas warga anda maupun tempat usaha yang melanggar ketentuan PPKM Darurat ini..tunjukan wilayah anda2 terbaik.👍🏽 https://t.co/wa5AaErmBj",pemerintah menyiapkan sanksi kepala daerah ayo bapak kepala daerah darurat segaralah dijalankan kasih tindakan tegas warga tempat usaha melanggar ketentuan darurat tunjukkan wilayah terbaik,2
39,"ya kalo mau lockdown mah lockdown aj, ga usah ppkm lv 4 lah, psbb lah,  biar ga ad kewajiban membantu warga? diluar sana warga g masalah dilockdown karena ad bantuan harian / mingguan? di Indonesia? kalian disuruh mati ga nyari duit dan kalian bakal cmn sekedar angka kalo positif",iya lockdown mah lockdown aja perlu lv psbb kewajiban membantu warga diluar warga masalah dilockdown bantuan harian mingguan indonesia disuruh mati mencari duit bakal cuman sekedar angka positif,0
40,/kle lagi PPKM dagang buah yang murah dimana ya ton?.,kle dagang buah murah dimana iya ton,1
41,@ridwankamil Mudah mudahan dengan adanya ppkm corona cepat ilang Aamiin,mudah mudahan corona cepat hilang amin,2
42,Aku sabar nunggu ppkm rampung :),sabar menunggu rampung,2
43,"#BahuMembahuAtasiPandemi
Saatny bersama saling bersinergi dlm tindakan yg mendukung PPKM Darurat bkn nyinyir unfaedah!

https://t.co/ymCkg8JeTy",saatny bersinergi tindakan mendukung darurat nyinyir unfaedah,2
44,"Bersinergi bersama TNI Polri, Banser Kab. Malang melakukan giat himbauan kepada masyarakat utk tetap disiplin Prokes

Giat ini dilakukan setiap malam sejak diterapkannya PPKM darurat di obyek vital, pasar, cafe, warung juga tempat ibadah #AnsorMelawanCorona #BanserBelaNegeri https://t.co/o1HOHcNulS",bersinergi tni polri banser kabupaten malang melakukan giat himbauan masyarakat untuk tetap disiplin prokes giat dilakukan malam diterapkannya darurat obyek vital pasar cafe warung tempat ibadah,2
45,Selamat pagi hari kedua PPKM level 4 tetep patuhi prokes pake masker bikin km tambah cakep girl. Selamat beraktivitas pagi moga lancar dan sukses hari ini Salam Super. https://t.co/UaDnMfA8YV,selamat pagi hari kedua level tetap patuhi prokes pakai masker tambah cakep girl selamat beraktivitas pagi moga lancar sukses hari salam super,2
46,"selamat hari raya idul adha, tetap prokes dan tidak ada open house karena ppkm !! stay safe everybody https://t.co/p59es14Dt8",selamat hari raya idul adha tetap prokes open house tinggal safe everybody,2
47,"@kemalpalevi Itu yg kabur kebanyakan org2 yg bekerja untuk amerika... gosah sedih, biar amerika yg tanggung jawab. Skrng lanjutin sedih PPKM diperpanjang aja.",kabur kebanyakan orang bekerja untuk amerika gosah sedih amerika tanggung jawab lanjutkan sedih diperpanjang,1
48,"@94afii Alhamdulillah aku dan keluargaku baik-baik saja..
Semoga PPKM ini membawa kebaikan bagi kita semua, Aamiin..",alhamdulillah keluargaku baik baik semoga membawa kebaikan amin,2
49,@satriadjenar @djony_edward Ppkm = police pekok kurang makan,police pekok kurang makan,0
50,"@collegemenfess aku sempet kepikiran ginii kemarin pas sempro, mana lagi ppkm pasti sepi bgt, tp gajadi krn ga terlalu yakinnn huaa, jadinya di rumah temen yg ada wifinya",terpikirkan kemarin pas sempro sepi banget tidak jadi yakin huaa jadinya rumah teman wifinya,1
51,"@txtdrpemerintah Biar bisa survive ditengah PPKM berjilid2 harus coba menu baru. 
Kepak sayap kebi.. Eh madu.
Bisa juga jual frozennya di tokped. tokopede..... Ilang sinyal",survive ditengah berjilid coba menu baru kepak sayap kebi eh madu jual frozennya tokped tokopede hilang sinyal,1
52,PPKM = PELAN-PELAN KOMUNIS MASUK...pas bgt yaaaa... https://t.co/hVzqgqP211,pelan pelan komunis masuk pas banget iya,0
53,@bts_seleraku Jangan lupa sarapan lagi ppkm kalo lo sakit gue gabisa jenguk soalnya ✌️ semangat buat hari ini semoga ada kabar baik buat orang baik ❣️,lupa sarapan sakit tidak bisa jenguk soalnya semangat hari semoga kabar baik orang baik,2
54,"@thoyibruddin @saidi_sudarsono wajib mundur jeduanyalah
tapi bagaimana junjungan ppkm",wajib mundur jeduanyalah junjungan,0
55,"PPKM level 4 telah terbukti efektif menurunkan angka Positif harian, Jumlah pasir pun berkurang drastis di RS Rujukan covid  . 
#PPKMDemiPemulihanNKRI https://t.co/x5kUt4Gnl0",level terbukti efektif menurunkan angka positif harian jumlah pasir berkurang drastis rs rujukan covid,2
56,@kumaedi07 Semoga PPKM berdampak positif dan bisa menurunkan tingkat penyebaran Covid-19 di Indonesia,semoga berdampak positif menurunkan tingkat penyebaran covid indonesia,2
57,Terus yg diomongin selalu kepatuham masyarakat kan ya? Ada ga ngomongin kepatuham petugas? Di posko ppkm aja g ada yg jaga cmn ada kursi2 doang. Plus itu dr berita2 kalau org berkuasa g dipenjara lgsg tp rakyat dipenjara lgsg hem,terus diomongin kepatuham masyarakat iya membicarakan kepatuham petugas posko jaga cuman kursi doang plus berita orang berkuasa dipenjara langsung rakyat dipenjara langsung hem,0
58,"Alhamdulillah...
🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿
Pantas sj @AnnisaPohan pun buru buru gembok akunnya
Rupanya itu adl 1 wujud dr mendukung pemerintahan @jokowi 
Salam sehat selalu utk @RachlanNashidik &amp; kel
Jg utk semua kader @PDemokrat termasuk pengelolanya
Terimakasih atas kedisiplinan PPKM &amp; prokes https://t.co/z2XhrIiZ6t",alhamdulillah buru buru gembok akunnya wujud mendukung pemerintahan salam sehat untuk amp kelurahan untuk kader termasuk pengelolanya terimakasih atas kedisiplinan amp prokes,2
59,"@oikawakiw Udah gersang ini dompet sama rekening gara"" ppkm makin lama💔🤧",gersang dompet rekening gara,0
60,Yang akan bertemakan tentang Mental Kuat Saat PPKM Darurat nih https://t.co/Jkf0HWHlho,bertemakan mental kuat darurat,1
61,"PPKM , PROGRAM PERSIAPAN KOMUNIS MENJAJAH https://t.co/s63fUgWOFe",program persiapan komunis menjajah,0
62,"ppkm dirumah aja, leli kerjaannya masaakkkk terosssssss",dirumah leli kerjaannya masaak teros,1
63,"Jika UNDUR UNDUR Secara ALAMI JALAN nya ...
..... MUNDUR.....
Itulah yg Seharusnya.
Agar... Tidak Ber Akibat, TIMBUL Tenggelam.
Kerusakan.

TAPI jika UNDUR UNDUR ada yg memaksa &amp; mengutik utik...Agar Tetap.... MAJU.

LEBIH Baik...Kita ...

MUNDUR Ken.

PPKM.
Pak Pak Kapan Mundur.",undur undur secara alami jalan nya mundur ber akibat timbul tenggelam kerusakan undur undur memaksa amp mengutik utik tetap maju baik mundur ken pak pak mundur,0
64,"@liagypsophila IYAAA, TP KAN INDO LAGI PPKM, JDI SULIT 😭🥊",iya indonesia jadi sulit,0
65,@pelangipg10 Zabar ppkm pasti berlalu wkwkwk,zabar berlalu wkwkwk,1
66,"proyek pembangunan bertrilyun bisa, bansos dikorup, biayain makan rakyat gabisa. tp pengen karantina berkedok ppkm.",proyek pembangunan bertrilyun bansos dikorup biayain makan rakyat tidak bisa karantina berkedok,0
67,"Lagi ngebayangin gaada corona, gaada ppkm.",ngebayangin tidak ada corona tidak ada,1
68,"Kematian Corona Rekor Lagi, Epidemiolog Tak Setuju PPKM Dilonggarkan https://t.co/A5JoeMvrE0 

Ibarat main catur, seharusnya dulu pada saat langkah awal merupakan langkah yang krusial. Salah langkah di awal, akan menyebabkan Indonesia saat ini berada di posisi pilihan yang sulit.",kematian corona rekor epidemiolog setuju dilonggarkan main catur langkah awal langkah krusial salah langkah awal menyebabkan indonesia berada posisi pilihan sulit,0
69,"@ohmyasoka @adrafanf @AREAJULID gak lewat sana, cantika lagi dirumah aja. PPKM soalnya.",lewat cantik dirumah soalnya,1
70,"@wonggbudi Horee siap uncle 🥳
Semoga jadi Rezeki saat PPKM 😚😎",horee siap uncle semoga jadi rezeki,2
71,"Perpanjangan PPKM demi memutus penyebaran COVID-19
https://t.co/OkSsfMzE20
Vaksin Aman Halal",perpanjangan memutus penyebaran covid vaksin aman halal,2
72,"Nanya.
Kalau Pak Hakim yg memutuskan untuk bebas, bisa gak sih?

Gak perlu menuhin penjara dengan warga negara yg melanggar aturan PPKM semacam ini.

Apa dampak baiknya untuk mengatasi pandemi? https://t.co/DtH73tLIc6",tanya pak hakim memutuskan untuk bebas sih perlu menuhin penjara warga negara melanggar aturan dampak sebaiknya untuk mengatasi pandemi,0
73,"@faridaaqa @maulidiansyahdp Ehh jangan sampe ada ppkm lagi kek, kan mau piknik 🥺",eh kayak piknik,0
74,Dikon ppkm tp antrian vaksin mbludak?,dikon antrian vaksin mbludak,0
75,Taati Prokes dan PPKM Tekan Penyebaran Covid-19 https://t.co/UFyapLJPwE,taati prokes tekan penyebaran covid,2
76,@nuttysaham @CintaDa87863729 @gmantwothree @Dennysiregar7 @jokowi Lahh emang solusi ppkm darurat working? Pemangku nya aja minta maaf kok karena ga efektif.,solusi darurat working pemangku nya meminta maaf efektif,0
77,@awanmalangit Wah semoga PPKM tambahan level 4 ini lancar yaa.. Aminn!,semoga tambahan level lancar ya amin,2
78,Juara 1 bertahan hidup dari masa ppkm level 4,juara bertahan hidup masa level,1
79,"#PatuhProkesHargaMati
Pemerintah memutuskan memperpanjang PPKM Level 3 dan 4,diiberlakukan, 26 Juli hingga 2 Agustus 2021 untuk Jawa-Bali dan sejumlah daerah non Jawa-Bali.Meskipun berat diharapkan masyarakat tetap mengikuti aturan
https://t.co/ZKpu80houW",pemerintah memutuskan memperpanjang level diiberlakukan juli agustus untuk jawa bali sejumlah daerah non jawa bali berat diharapkan masyarakat tetap mengikuti aturan,2
80,"Telah disiapkan jauh sebelum PPKM tapi kondisinya begini saat ini, kalian di kompas nulis berita apa iklan kinerja sih ? https://t.co/xhAuWkX8EI",disiapkan jauh kondisinya kompas menulis berita iklan kinerja sih,1
81,PPKM Diperpanjang sampai .. (wrong answer only),diperpanjang wrong answer only,1
82,@NadhifNiha Selalu jaga kesehatan. PPKM level 4 jangan kemana mana dulu,jaga kesehatan level kemana,2
83,@susipudjiastuti Bapak juga gak tau sulitnya masyarakat miskin mencari uang untuk makan sehari-hari karena kebijakan PPKM ini. SEHARUSNYA NEGARA MENANGGUNG EKONOMI MASYARAKAT MISKIN SELAMA PPKM. Jadi please stop berakting seperti hanya bapak saja yang pusing 👎,bapak tahu sulitnya masyarakat miskin mencari uang untuk makan sehari hari kebijakan negara menanggung ekonomi masyarakat miskin jadi tolong stop berakting bapak pusing,0
84,@sundastruggles Nyeri hatena diperpanjang jiga ppkm anyeng :(,nyeri hatena diperpanjang jiga anjing,0
85,"@eg_nrs @bonngbudi semangat terus, PPKM di perpanjang",semangat terus perpanjang,2
86,ini ppkm kapan selesainya yah,selesainya ya,1
87,@BKNgoid min syarat keterangan rohani khususnya di kemhan bisa dihilangkan tidak? Soalnya di rsud cibinong poli jiwa tutup smp akhir bulan. Mau ke jakarta ada penyekatan ppkm. Mohon dispensasinya. Tks,min syarat keterangan rohani kemhan dihilangkan soalnya rsud cibinong poli jiwa tutup akhir bulan jakarta penyekatan mohon dispensasinya terima kasih,1
88,"Akuuuu! Karena emang juarang polll bisa diitung jari kalo keluar. Pernah travelling sih (bkn pas lockdown/ppkm) jd ya pasti disuruh antigen dulu, tp karna taat prokes Alhamdulillah ga kenapa2 dan semoga ga akan kena! https://t.co/VL6uIywKJ6",juarang pol diitung jari keluar travelling sih pas lockdown jadi iya disuruh antigen taat prokes alhamdulillah semoga kena,2
89,@pakaipeci Ppkm ini dilanjut apa tidak ???? Kalo dilanjut sampai kapan ????,dilanjut dilanjut,1
90,"Terlihat selama beberapa hari pelaksanaan PPKM Darurat, mobilitas masyarakat masih tinggi.

Apa pada gak sadar yaak?
Atau emang gak takut kena corona gitu ??

#TolongPatuhiAturanPPKM Darurat yaak, agar pandemi ini bisa teratasi.

https://t.co/W5KJJoqfx9",terlihat hari pelaksanaan darurat mobilitas masyarakat tinggi sadar ya takut kena corona darurat ya pandemi teratasi,1
91,"""PPKM, Penerapan Lockdown ala Kapitalisme""

https://t.co/GM5DWIykag

TintaSiyasi.com-- Satu tahun lebih virus Covid-19  telah melanda dunia, termasuk negeri berpenduduk Muslim terbesar dunia. Namun hingga saat ini, vir https://t.co/qs8zqf66a9",penerapan lockdown ala kapitalisme tintasiyasi com satu tahun virus covid melanda dunia termasuk negeri berpenduduk muslim terbesar dunia vir,0
92,Trus aku kapan liburan kalau ppkm trus 🤓,terus liburan terus,1
93,"@kompascom Kan udah ada PSBB, PPKM , PPKM darurat level 4 , PPKM level 5 pedas menggilas ,itu terbukti efektif dan efisien dari segi anggaran.. 🤪",psbb darurat level level pedas menggilas terbukti efektif efisien segi anggaran,0
94,Infografis Aturan Lengkap PPKM Darurat Jawa Bali https://t.co/iqkHoOWsA2,infografis aturan lengkap darurat jawa bali,1
95,@wahyudizein33 @CNNIndonesia @alvinlie21 Mreka dihukum krna ga ikut apel dipolsa tapi malah nongkrong. BKN krna nongkrongnya aja pas jam diatas ppkm juga krna ga ikut apel,dihukum ikut apel dipolsa nongkrong nongkrongnya pas jam diatas ikut apel,0
96,"btw krn akan ada ppkm lagi, ngapain ya biar ga boshan??! 🙂
stay safe ya buat kita semua",ngomong-ngomong sedang apa iya boshan tinggal safe iya,1
97,"Balikpapan PPKM Level 4😥
Aku jadi pergi ke puskesmas tidak ya😔",balikpapan level jadi pergi puskesmas iya,1
98,"Akibat PPKM,Dugemnya di rumah aja ya mam… toh hanya kita aja, anak2 dah di ungsikan 🤙 https://t.co/MC1zogQWpR",akibat dugemnya rumah iya makan anak ungsikan,1
99,@sseagullls gasss abis ppkm 9 agustus tapi main dirumah jangan keluar keluar yuuu kai @dionybae tapi kalian boleh gaa main????,gas habis agustus main dirumah keluar keluar yuk kai main,1
100,Pagipagi udah ada yg bikin kesel aja hfft liat sg temen nongkrong di cafe haha hihi ga penting ga pake masker padahal lg ppkm hhfft,pagipagi kesal hfft lihat sg teman nongkrong cafe tertawa hihi penting pakai masker hhfft,0
101,"PPKM Darurat merupakan salah satu upaya tepat untuk menekan penyebaran virus COVID-19. Terlebih saat ini, kasus COVID-19 kian melonjak setiap harinya.
#TolongPatuhiAturanPPKM https://t.co/UoS5hfaKH7",darurat salah satu upaya tepat untuk menekan penyebaran virus covid kasus covid kian melonjak harinya,2
102,"Kaya nya aktifitas udah mulai normal. Udah bosen sama label ppkm.
Cm ekonomi aja yg blm membaik https://t.co/vvoYrCaPCc",kayak nya aktifitas mulai normal bosan label ekonomi membaik,0
103,ppkm diperpanjang? dah bosen bgt dirumah😩,diperpanjang bosan banget dirumah,0
104,"ditengah kebijakan ppkm yg makin melonggar pelan2, msh nyata jg loh berita dr sodara2 kita yg kehilangan. super sedih bgt emg kl baca2in kisahnya, tp gpp malah jd reminder tersendiri sih. drpd percaya sm sikon yg 'keliatannya' baik2 aja, ko berasa kyk nipu diri sendiri 🙂",ditengah kebijakan melonggar pelan nyata loh berita sodara kehilangan super sedih banget kalo baca kisahnya tidak apa-apa jadi reminder tersendiri sih percaya situasi dan kondisi kelihatannya baik berasa kayak tipu,0
105,"Beneran nih Sob, kita harus menjunjung persatuan dan kesatuan bangsa. Apalagi PPKM begini yah, semangat Sobat @smartfrenworld #UnlimitedBisaSemua https://t.co/1fjaFZA2ye",benaran sob menjunjung persatuan kesatuan bangsa ya semangat sobat,2
106,Yang sayang sama Aksa.. Minta ucapan selamat pagi dong... Cz mau ke indomart atau alfamart pada tutup akibat Ppkm..,sayang aksa meminta ucapan selamat pagi cz indomaatau alfamapada tutup akibat,0
107,@berlianidris Apakabar PPKM jadinya dok?covid melunjak Ekonomi meroket kebawah😢?,apakabar jadinya dok covid melunjak ekonomi meroket kebawah,0
108,Mendukung PPKM level 4 https://t.co/nI0bU32Ak1,mendukung level,2
109,@IpungLombok PPKM  Polisi Pantau Kegiatan Mahasiswa.,polisi pantau kegiatan mahasiswa,1
110,"@CallMyN36153111 @RachlanNashidik Waktu memutuskan penerapan psbb, ppkm dan sejenisnya adakah jaminan dari pemerintah bisa menekan penyebaran virus covid??? Apa penyebaran virus covid bisa dihambat dengan menutup akses jalan raya??",waktu memutuskan penerapan psbb sejenisnya adakah jaminan pemerintah menekan penyebaran virus covid penyebaran virus covid dihambat menutup akses jalan raya,0
111,"@republikaonline Betul...,uang gak bisa dimakan.
Makanan harus dibeli pergi ke luar..
PPKM gak fungsi akhirnya.",betul uang dimakan makanan dibeli pergi luar fungsi,0
112,"Baru ngerasa Ppkm kali ini bener2 gak adil ya :"")
Pedagang non esensial di paksa tutup, ada wacana ppkm sampe 6 minggu, tapi gak dikasi bantuan apa2 dari pemerintah
Emangnya rakyat makan angin ?",baru merasa kali benar adil iya pedagang non esensial paksa tutup wacana minggu dikasi bantuan pemerintah memangnya rakyat makan angin,0
113,"@Viviaryach PPKM =Pengen Peluk Kamu Mba ,xixixi😂",peluk mbak tertawa,1
114,@blueanchovy_ @AllRiseSilver Lg sepi orderan gegara ppkm bun,sepi orderan gara-gara bun,0
115,@ArtTeeno @DiantyYasmin3 See gak kasihan sama petugas medis dan kalangan rakyat bawah yg bergantung pada interaksi utk sambung hidup...PPKM diperpanjang bukan karena maunya pemerintah tapi maunya sebagian kelompok dimana kelompok yg sama yg akan koar2 menyalahkan ketika pandemi memuburuk...,sih kasihan petugas medis kalangan rakyat bawah bergantung interaksi untuk sambung hidup diperpanjang maunya pemerintah maunya sebagian kelompok dimana kelompok teriak menyalahkan pandemi memuburuk,0
116,"Gimana PPKM nya? Ekonomi anda masih baik baik saja?
Lalu, infonya PPKM mau di perpanjang 6 minggu lagi.
Kesehatan kami, engkau perhatikan
Tolong ekonomi kami, juga solusi dicarikan.",nya ekonomi baik baik infonya perpanjang minggu kesehatan engkau perhatikan tolong ekonomi solusi dicarikan,0
117,"@CNNIndonesia Hasilnya apa? Pemilu diwacanakan diundur ke 2027 &amp; masa jabatan Jokowi ikutan diperpanjang 3 tahun.

Haha habis-habisan... Iya duitnya habis hasilnya yaa tetep PPKM diperpanjang tiap minggu 👍🏼",hasilnya pemilu diwacanakan diundur amp masa jabatan jokowi ikutan diperpanjang tahun tertawa habis habisan iya duitnya habis hasilnya ya tetap diperpanjang minggu,0
118,"Jogging pertama selam PPKM, di sekitar kosan aja. Pagi-pagi mumpung sepi. Lumayan tipis-tipis. Happy weekend guys. https://t.co/vuam2TTT0q",jogging pertama selam kosan pagi pagi sepi lumayan tipis tipis bahagia weekend teman-teman,2
119,"Kelar isolasi mandiri, sekarang PPKM. Sungguh Tuhan sayang aku banget. Disuruh istirahat 2 bulan ✨",kelar isolasi mandiri sungguh tuhan sayang banget disuruh istirahat bulan,2
120,@patriafess Emang yakin ppkm gak di perpanjang?,yakin perpanjang,1
121,"- Mahasiswa, ojol n rakyat bergerak tolak PPKM n gulingkan jokowi !
- Agenda MPR lakukan Sidang Istinewa gulingkan jokowi. Alhamdulillah. Aamiin !
- Pelanggaran tecela jokowi terkini !

#TumbangkanJokowi
#BebaskanIBHRSdkk
#PulangkanTKAcina 

https://t.co/bnnCALFTFw",mahasiswa ojol rakyat bergerak tolak gulingkan jokowi agenda mpr lakukan sidang istinewa gulingkan jokowi alhamdulillah amin pelanggaran tecela jokowi terkini,0
