raw,processed,label
When ppkm sudah berlaku fisik dipaksa kerja. Sehat sehat badan☺️ https://t.co/ETh7wYLODf,when ppkm sudah berlaku fisik dipaksa kerja sehat sehat badan,1
"@inferiority_PD @mouldie_sep ppkm tidak berlaku utk atasanku 👍
tetap who+weekend+lembur 👍",ppkm tidak berlaku untuk atasanku tetap who weekend lembur,0
"Lari di pagi hari dan melihat aktivitas masyarakat jakarta pada saat PPKM mikro Darurat, ku lihat dari kalangan pemuda yang baru saja kembali ke rumahnya, ada juga yang ingin mengantarkan bundanya entah kemana dan pemuda yang sehat ialah tak pernah bosan untuk berolahraga.",lari di pagi hari dan melihat aktivitas masyarakat jakarta pada saat ppkm mikro darurat ku lihat dari kalangan pemuda yang baru saja kembali ke rumahnya ada juga yang ingin mengantarkan bundanya tidak tahu kemana dan pemuda yang sehat ialah tidak pernah bosan untuk berolahraga,2
"Mumpung sabtu dan ppkm, mari kita kodya tour lagi",selagi sabtu dan ppkm mari kita kota madya tour lagi,2
Blum bisa Comeback Stream gara2 PPKM... Sorry harus terulang lagi seperti tahun lalu. 😭,belum bisa comeback stream gara ppkm maaf harus terulang lagi seperti tahun lalu,0
"PPKM = Pak Presiden, Kok Mencla Mencle??",ppkm pak presiden kok mencla mencle,0
Welcum PPKM Diperketat. Semoga kasus kopit cepat turun drastis,welcum ppkm diperketat semoga kasus kopit cepat turun drastis,2
"Bisnis tanpa etika ya seperti ini. Saya sepakat bahwa pandemi #covid19 membuka opportunity bisnis, seperti ekspansi contactless economy. Mereka malah banyak membantu kita di saat PPKM. Ivermectin? Tolong ikuti guideline WHO kalau mau bisnis ya! 🥲 https://t.co/Blor4hVPfS",bisnis tanpa etika iya seperti ini saya sepakat bahwa pandemi membuka opportunity bisnis seperti ekspansi contactle economy mereka bahkan banyak membantu kita di saat ppkm ivermectin tolong ikuti guideline who kalau mau bisnis iya,0
Tetep semangat buat rekan-rekan yang terkena dampak PPKM DARURAT.,tetap semangat buat rekan rekan yang terkena dampak ppkm darurat,2
Hari ini PPKM diterapkan dan dimulai di seluruh wilayah Indonesia. Mdh2an dngn Diterapkan nya PPKM bisa Me ngurangi Penyebaran Covid-19 di Masyarakat. Alhamdulillah hari ini cek up dr Jantung jam 6 pagi Sudah nunggu dr di RS Hermina. Hasil Swab - PCR Alhamdulillah NEGATIV👍🤲🙏 https://t.co/gAjhd2feeK,hari ini ppkm diterapkan dan dimulai di seluruh wilayah indonesia mdh an dengan diterapkan nya ppkm bisa me ngurangi penyebaran covid di masyarakat alhamdulillah hari ini cek up dari jantung jam pagi sudah menunggu dari di rs hermina hasil swab pcr alhamdulillah negativ,2
"Gila perusahaan doi mau psbb ppkm ppkm darurat aturan segala rupa dikasih dr pemerintah ga bikin goyah, tetep masuk ga ada perubahan jam atau apapun. Ko bisa bisanya",gila perusahaan doi mau psbb ppkm ppkm darurat aturan segala rupa dikasih dari pemerintah tidak buat goyah tetap masuk tidak ada perubahan jam atau apapun kok bisa bisanya,0
"PPKM ..
Tidak berlaku di bandara dan pelabuhan ?

Benarkah ?

Ach pintu virus pun tetap terbuka ,sungguh 
Pak Presiden Kurang Marwah 😂😂",ppkm tidak berlaku di bandara dan pelabuhan benarkah ach pintu virus pun tetap terbuka sungguh pak presiden kurang marwah,0
@freakydis Lagi ppkm darurat,lagi ppkm darurat,1
"Dan salah satu Habib di deket rumah hari ini ngadain hajatan, tepat di waktu PPKM dimulai, tolol emang kesel! Awas aja kalau ga ditindak satgas covid!!",dan salah satu habib di dekat rumah hari ini mengadakan hajatan tepat di waktu ppkm dimulai tolol memang kesal awas saja kalau tidak ditindak satgas covid,0
@fahmidore Tau ga ada yg mikir kalo peraturan ppkm darurat ga berlaku di jepara krn yg di pamflet/brosur yg daftar kota itu jepara ga tertera disitu🤣 trus aku bilang ya ttp berlaku cuma jeparany aja ga diakuin kota🤭,tahu tidak ada yang mikir jika peraturan ppkm darurat tidak berlaku di jepara karena yang di pamflet brosur yang daftar kota itu jepara tidak tertera disitu terus saya bilang iya tetap berlaku cuma jeparany saja tidak diakuin kota,1
"Baru pulanh ngajakin si bulu jalan pagi. Si ipas berhenti gara2 denger kucing tetangga yg di kandang. Kasian banget mereka di kandang terus ga pernah jalan-jalan. Eh tapi hari kan manusia juga di kandang, ya.. PPKM wkwk https://t.co/k4lVW2IMri",baru pulanh ngajakin sih bulu jalan pagi sih ipas berhenti gara dengar kucing tetangga yang di kandang kasihan banget mereka di kandang terus tidak pernah jalan jalan eh tapi hari kan manusia juga di kandang iya ppkm wkwk,0
"@CommuterLine halo admin, mau tanya, jadwal comm jabodetabek terbaru ppkm darurat bisa diliat dimana ya?",halo admin mau tanya jadwal comm jabodetabek terbaru ppkm darurat bisa dilihat dimana iya,1
"Hay min @e100ss untuk ppkm hari ini kondisi nya gimana? Apakah ada penyekatan untuk masuk surabaya, plis bagi info 🥺🥺🥺 Senin kerja soal nya",hai min untuk ppkm hari ini kondisi nya bagaimana apakah ada penyekatan untuk masuk surabaya plis bagi informasi senin kerja soal nya,1
ppkm bajingan,ppkm bajingan,0
"Pagii !
Udah balik tidur lagi aja.

PPKM Darurat apa kabarnya !? ~",pagii sudah balik tidur lagi saja ppkm darurat apa kabarnya,1
"___""buah jatuh tak jauh de  pohonya"" atau mungkin punya pikiran _SOLO itu tdk di P.JAWA_ bagaimana tindakan POLRI ?..berani nggak ..

Gibran Rakabuming Izinkan Mall Tetap Buka Saat PPKM Darurat, Abdillah Toha: Bagaimana ini Anak Presiden Kita? - Gala Jabar https://t.co/wlXIZfzjgX",buah jatuh tidak jauh deh pohonya atau mungkin punya pikiran solo itu tidak di jawa bagaimana tindakan polri berani tidak gibran rakabuming izinkan mall tetap buka saat ppkm darurat abdillah toha bagaimana ini anak presiden kita gala jabar,0
"Hari ini, hari pertama PPKM ya? Buat kalian yang masih beraktivitas di luar, Hati-Hati di jalan ya, patuhi protokol kesehatan dan selalu pakai masker, supaya kamu terhindar dari virus. 😊 luv https://t.co/luSCcSYxGJ",hari ini hari pertama ppkm iya buat kalian yang masih beraktivitas di luar hati hati di jalan iya patuhi protokol kesehatan dan selalu pakai masker supaya kamu terhindar dari virus luv,2
@FWBESS Hadeuh saya yg pengawas ppkm aja pusing ngeri kena:(,aduh saya yang pengawas ppkm saja pusing ngeri kena,0
"happy weekend manteman, jangan lupa dah mulai PPKM 👍🏻 https://t.co/sTmbYbRAq8",bahagia weekend manteman jangan lupa sudah mulai ppkm,1
"PPKM Kota Malang

@infomalang https://t.co/gfJaxHGdpF",ppkm kota malang,1
"Kadang suka mikir ,
Kok yang banyak kena covid tuh beritanya pulau Jawa doang yahh
Dan yang diberlakukan PPKM cuma Jawa dan Bali
Apa tuh virus sukanya cuma di jawa Bali doang yahh",kadang suka mikir kok yang banyak kena covid itu beritanya pulau jawa doang ya dan yang diberlakukan ppkm cuma jawa dan bali apa itu virus sukanya cuma di jawa bali doang ya,0
Tidak boleh ada satu warga pun yang tidak terjamin kebutuhan hidup nya selama PPKM darurat dilaksanakan... https://t.co/8V7GXwQGI8,tidak boleh ada satu warga pun yang tidak terjamin kebutuhan hidup nya selama ppkm darurat dilaksanakan,2
@ridwankamil Mudah mudahan dengan adanya ppkm corona cepat ilang Aamiin,mudah mudahan dengan adanya ppkm corona cepat hilang amin,2
"@RieGucciano PPKM - Pagi...Pagi...Kopi...Morning 
🤣",ppkm pagi pagi kopi morning,1
"PPKM

PaPnya dong Kakak Manis,,

@L_MarshaJKT48",ppkm papnya dong kakak manis,1
PPKM tapi mas bayu masih masuk terus. gurunya pun disuruh tetap masuk. katanya kalau gak masuk sekolahnya rugi dan ga bisa gaji guru gurunya :'),ppkm tapi mas bayu masih masuk terus gurunya pun disuruh tetap masuk katanya kalau enggak masuk sekolahnya rugi dan tidak bisa gaji guru gurunya,0
"Untuk pengguna tol dalam kota, bisa si perhatikan titik mana saja yg exit nya di tutup selama masa PPKM. Jadi bisa di ancang2 mau lewat tol atau arteri. https://t.co/QsrBuNnxn6",untuk pengguna tol dalam kota bisa sih perhatikan titik mana saja yang exit nya di tutup selama masa ppkm jadi bisa di ancang mau lewat tol atau arteri,1
"Sekarang ppkm, tapi harus kerja 😩",sekarang ppkm tapi harus kerja,0
"Apa itu PPKM, ditempatku kalau belum tumbang ya wajib mangkat hahah",apa itu ppkm ditempatku kalau belum tumbang iya wajib mangkat hahah,0
@alterhome18 Ga kena ppkm po?,tidak kena ppkm po,1
"Selamat pagi semuanya.
Semangat ya PPKM",selamat pagi semuanya semangat iya ppkm,2
"Ppkm kepanjangan dari pengen peluk kamu mas, bener ga syg?",ppkm kepanjangan dari mau peluk kamu mas benar tidak sayang,1
@PRFMnews min infonya klo di kota bandung ada penyekatan Jalan dimana aja? Klo sepedahan di bandung boleh kah lg ppkm darurat skrg?,min infonya kalau di kota bandung ada penyekatan jalan dimana saja kalau sepedahan di bandung boleh kah lagi ppkm darurat sekarang,1
"Itu hubungan atau PPKM?
Kok banyak penyekatan 🤭",itu hubungan atau ppkm kok banyak penyekatan,1
"Teman - teman twiip yang baik hati
Ikuti aturan pemerintah 
Jalani prokes &amp; Jalani aturan PPKM",teman teman twiip yang baik hati ikuti aturan pemerintah jalani prokes amp jalani aturan ppkm,2
"Baru inget ppkm skrng yaa, kolam renanh tutup deng",baru ingat ppkm sekarang ya kolam renanh tutup deng,1
@FWBESS Tahannn tahann ppkm,tahan tahann ppkm,1
@Baracuda1818 @Aryprasetyo85 @WSuparmo @03__nakula @DonjuanX8 @DS_yantie @Minietweets2 @vita_AVP @HeryIdris3 Paling tdk nanti diberhentikan sementara dulu..karena membandel dalam PPKM Darurat,paling tidak nanti diberhentikan sementara dulu karena membandel dalam ppkm darurat,0
@RonnyYulianto7 @RerCrown @Wan9Wong213 @BatuKepla @kadrunhunter21 @trewellu @govindajaya4 @sungganteng @AyamSegar3 Pagi kawan ku yg termasuk golongan pengusaha essential yg di bebaskan dlm PPKM Darurat sbg penyelamat bangsa2 wanita,pagi kawan ku yang termasuk golongan pengusaha e ential yang di bebaskan dalam ppkm darurat sebagai penyelamat bangsa wanita,1
"Selamat pagi warga Twitter 
Sehat selalu semua... 
Ya Tuhan... 
Semoga di hari pertama PPKM Kota Malang,  ENGKAU beri kemudahan 
Buat Ojol MAXIM Q. 
man Teman Mohon bantuan doanya, 
Semoga kita semua baik2 saja. 
Amin..... 🙏🙏 https://t.co/6cLQlEkteL",selamat pagi warga twitter sehat selalu semua iya tuhan semoga di hari pertama ppkm kota malang engkau beri kemudahan buat ojol maxim laki-laki dewasa teman mohon bantuan doanya semoga kita semua baik saja amin,2
Owh mungkin karena alun2 tidak termasuk fasilitas umum jadi tidak di tutup seperti aturan PPKM darurat. 😂🤣 https://t.co/aCAZ3hPjx4,oh mungkin karena alun tidak termasuk fasilitas umum jadi tidak di tutup seperti aturan ppkm darurat,0
"PPKM Darurat berlaku di Banten juga, kan? Kenapa masjid-masjid di sini (Sarua Indah) masih melaksanakan salat Subuh berjamaah? https://t.co/QomrpDtGVn",ppkm darurat berlaku di banten juga kan kenapa masjid masjid di sini sarua indah masih melaksanakan salat subuh berjamaah,1
"PPKM  ala Andrie 

Pasti Pemerintah Kurang Mengayomi 

Perlu Peraturan Kurangi Melanggar",ppkm ala andrie pasti pemerintah kurang mengayomi perlu peraturan kurangi melanggar,0
"Dulu saya suka sama PPKM, Bahasa Indonesia, olahraga, sosiologi, geografi, pokoknya anti matematika 😌",dulu saya suka sama ppkm bahasa indonesia olahraga sosiologi geografi pokoknya anti matematika,1
"PPKM, ya baca Al-Quran sajaa",ppkm iya baca al quran sajaa,1
Apa itu ppkm darurat.....,apa itu ppkm darurat,1
"PPKM Darurat di Bali, Tempat Wisata Ditutup, WNA “Ngeyel” Dideportasi https://t.co/kdhfQlnLFJ",ppkm darurat di bali tempat wisata ditutup wna ngeyel dideportasi,0
"@undipmenfess Kemaren sebelum ppkm gaada, gatau kalo sekarang",kemarin sebelum ppkm tidak ada enggak tau jika sekarang,1
"ini ppkm beneran ta? lotte tutup gak ya, mau belanja bulanan oe",ini ppkm benaran ta lotte tutup enggak iya mau belanja bulanan oe,1
"PPKM Darurat Hari pertama, Aktivitas di Pasar masih seperti biasa
Ya pada akhirnya rezim ini cuma bisa ganti akronim doang",ppkm darurat hari pertama aktivitas di pasar masih seperti biasa iya pada akhirnya rezim ini cuma bisa ganti akronim doang,0
"hari pertama PPKM mikro, kerja 😑 https://t.co/kWZkpYqiKX",hari pertama ppkm mikro kerja,0
kepending gara2 ppkm bangsat dahhh,kepending gara ppkm bangsat sudah,0
"@SiaranBolaLive Pertandingan batal, krn lg ppkm kecamatan,berani lawan...hubungi opung",pertandingan batal karena lagi ppkm kecamatan berani lawan hubungi opung,0
ppkm tai ucing geus weh lockdown tp rakyatnya dikasi makan ulah dianggurin wae.,ppkm tahi ucing geus weh lockdown tapi rakyatnya dikasi makan ulah dianggurin wae,0
@CommuterLine ini berlaku selama ppkm min?,ini berlaku selama ppkm min,1
"Work! Semangat yang masih harus pergi ke kantor saat PPKM, perasaan semalam sampai kos jam 10 malam karena split. Pagi ini berangkat lagi :'( Sehat-sehat semuanya 🤍",work semangat yang masih harus pergi ke kantor saat ppkm perasaan semalam sampai kos jam malam karena split pagi ini berangkat lagi sehat sehat semuanya,2
"Work! Siapa yang wfo setelah ppkm berlaku?

Me 😂😭",work siapa yang wfo setelah ppkm berlaku me,1
"PPKM darurat itu gak cuma bisa ancam... 
1. Hak warga negara juga harus dipenuhi.
2. Warga negara asing harus dihentikan arus masuknya.
Cukupkan kelakuan bangsat seperti ini...",ppkm darurat itu enggak cuma bisa ancam hak warga negara juga harus dipenuhi warga negara asing harus dihentikan arus masuknya cukupkan kelakuan bangsat seperti ini,0
"@NenkMonica Ya wajarlah yg jd komanfan PPKM kan Luhut dia Kafir, Pastilah masjid di tutup, COVID MAKHLUK ALLAH, TAKUT SAMA ALLAH BUKAN SAMA COVID",iya wajarlah yang jadi komanfan ppkm kan luhut dia kafir pastilah masjid di tutup covid makhluk allah takut sama allah bukan sama covid,0
Lupa banget hari ini udah ppkm,lupa banget hari ini sudah ppkm,1
"@kdramalovaaa Aku juga biasanya gt, cuma pengen beli online aja mls keluar ppkm d lg sekrang",saya juga biasanya begitu cuma mau beli onlen saja malas keluar ppkm lagi sekarang,1
"Nonton berita artis di @SCTV kok gak prokes, bebas hajatan juga...lha piye?? Kita yg dikampung kena PPKM mo hajatan gak boleh, kemana2 prokes.....",menonton berita artis di kok enggak prokes bebas hajatan juga lah piye kita yang dikampung kena ppkm mau hajatan enggak boleh kemana prokes,0
Morning ppkm darurat! Tp masi ada kondangan asli takot banget gambling ni nyawa 😭😭😭😭,morning ppkm darurat tapi masih ada kondangan asli takot banget gambling ini nyawa,0
"@ibn_maheer @NNdrae @Terompah12 Sayangnya ini hanya pendapat pribadi, bukan pendapat Lembaga, kalo pendapat lembaga ""mungkin"" Pak Wapres bisa memberikan masukan untuk pengaturan PPKM Darurat...
(""mungkin "") loh 🤭🤦‍♀️",sayangnya ini hanya pendapat pribadi bukan pendapat lembaga jika pendapat lembaga mungkin pak wapres bisa memberikan masukan untuk pengaturan ppkm darurat mungkin loh,1
@salatiga_info Sayange pas ppkm darurat,sayange pas ppkm darurat,1
Min..punten mau tanya klo BEC lagi ppkm mikro buka ga?@PRFMnews,min punten mau tanya kalau bec lagi ppkm mikro buka tidak,1
"@saifulteladan PPKM perjuangan
PPKM perjuangan sejahtera..
Semoga kebijakan ini betul2 berdampak mengurangi laju penyebaran kopid.

Aamiin.",ppkm perjuangan ppkm perjuangan sejahtera semoga kebijakan ini betul berdampak mengurangi laju penyebaran kopid amin,2
himbauan ppkm dilarang ini itu mbo di imbangi juga dengan anjuran kita dikasih jalan keluar ini itu juga biar seimbang.,himbauan ppkm dilarang ini itu mbo di imbangi juga dengan anjuran kita dikasih jalan keluar ini itu juga supaya seimbang,0
Awali weekend dengan ppkm,awali weekend dengan ppkm,1
@ridwankamil Kang punten pami anu varian delta eta nyebarna lewat udara atanapi antar manusia ? Pami antar manusia naha ya aya d indonesia kan indonesia mah masyarakat na di piwarang PPKM ... ?,kang punten pami anu varian delta eta nyebarna lewat udara atanapi antar manusia pami antar manusia naha iya aya indonesia kan indonesia mah masyarakat nya di piwarang ppkm,1
@PT_Transjakarta min 7P beroperasional gak selama PPKM darurat?,min beroperasional enggak selama ppkm darurat,1
Selamat pagi! Selamat menjalankan PPKM Darurat 🔥,selamat pagi selamat menjalankan ppkm darurat,2
"@mrwidj_w Haiii Mas @mrwidj_w, lagi ppkm gak kemana2 donk? Sini main2 ke hatiku, mau??? 🤣🤣🤣",hai mas lagi ppkm enggak kemana dong sini main ke hatiku mau,1
@KangSemproel oooow  ujung PPKM ternyata Idul Adha.. komunis bangsat...,ow akhirnya ppkm ternyata idul adha komunis bangsat,0
"@bemmm__ berarti ppkm iki parah si, sampe lokal ilang kabeh",berarti ppkm iki parah sih sampai lokal hilang kabeh,0
@hrdbacot Pen gemuk pas ppkm besok mungkin,pengen gemuk pas ppkm besok mungkin,1
Hari kedua PPKM Darurat sudah bosen yang santen-santen.,hari kedua ppkm darurat sudah bosan yang santen santen,1
"Awali hari pertama PPKM mu dengan kalimat pujian:
""Hadeeuuhh 🤦""",awali hari pertama ppkm mu dengan kalimat pujian hadeeuuhh,0
"PPKM....Hari Pertama
Cek...cek...ahhhhh",ppkm hari pertama cek cek ah,1
"Dukung Habis""an Mahasiswa !

#PenindasRakyatHarusTumbang
#PenindasRakyatHarusTumbang

Covid19: PPKM darurat, Lockdown dijadikan Senjata Ampuh utk membunuh Aktifitas Aktifitas Ekonomi Rakyat. https://t.co/sccU9IQogm",dukung habis an mahasiswa covid ppkm darurat lockdown dijadikan senjata ampuh untuk membunuh aktifitas aktifitas ekonomi rakyat,0
PPKM absen dlu minggu ini wkwkw https://t.co/HJnq1P633A,ppkm absen dulu minggu ini wkwkw,1
"@Anonymous_2024 Ntar kita balas, razia Neo neo PKI setelah ppkm ini.",nanti kita balas razia neo neo partai komunis indonesia setelah ppkm ini,0
Mengenai kekhawatiran pelaku usaha kafe dan restoran terkait imbas dari PPKM darurat saat ini,mengenai kekhawatiran pelaku usaha kafe dan restoran terkait imbas dari ppkm darurat saat ini,0
"PPKM
Pak, Pastikan Keadaan Masyarakat 
Pak, Pastikan Kami Makan

Karena tentu banyak yg sulit untuk bertahan saat Pemberlakuan Pembatasan Kegiatan Masyarakat.",ppkm pak pastikan keadaan masyarakat pak pastikan kami makan karena tentu banyak yang sulit untuk bertahan saat pemberlakuan pembatasan kegiatan masyarakat,0
@kadrunhunter21 @AyamSegar3 @govindajaya4 @Mas_Parjo_ @anthwf77 @josephinebarn @IndoCora @RonnyYulianto7 @BatuKepla @RerCrown @Pakde_yan @mikuro06 @RaniKancana @Cupidlucky2 @veravhera28 @aroy_novan11 @4bby5 Kan PPKM Darurat yam 😅,kan ppkm darurat ya,1
"PPKM
Pernah perhatian kemudian menghilang",ppkm pernah perhatian kemudian menghilang,1
"@Kita_AMLTF AKU PATUH PPKM DEMI INDONESIA SEHAT DAN MAJU
Lindungi diri dan keluargamu dgn patuh PROKES dan PPKM
Ingatkan juga saudara teman dan lingkunganmu utk selalu PATUH PPKM

Semoga pandemi ini cepat berlalu , Amin 🙏🙏",saya patuh ppkm demi indonesia sehat dan maju lindungi diri dan keluargamu dengan patuh prokes dan ppkm ingatkan juga saudara teman dan lingkunganmu untuk selalu patuh ppkm semoga pandemi ini cepat berlalu amin,2
"PPKM 2 minggu, dipastikan aku semakin pucet kek vampire, minggu lalu lari di pantai, kena angin + keringat, kulit langsung merah2 dan gatal ci, kata temen ""km terlalu menghayati diem di rumah, kurang berjemur""",ppkm minggu dipastikan saya semakin pucet kayak vampire minggu lalu lari di pantai kena angin keringat kulit langsung merah dan gatal ci kata teman kamu terlalu menghayati diam di rumah kurang berjemur,0
PPKM? Ya ya ya... https://t.co/j8JmWBzyxM,ppkm iya iya iya,1
"PPKM sebenernya mempermudah orang yang mau nikah,jadi gk perlu ngeluarin biaya gede.tapi yang susah itu mau nikah cuman jodohnya belum ada.wkwk",ppkm sebenarnya mempermudah orang yang mau nikah jadi gak perlu mengeluarkan biaya gede tapi yang susah itu mau nikah hanya jodohnya belum ada wkwk,1
@skjinapple Sabi tpi ppkm dijogja nih,sabi tapi ppkm dijogja ini,1
Namanya PPKM Darurat atau apalah namanya akan berhasil jika rakyat disiplin dan petugasnya tegas. Tanpa hal itu.....preeettttt.,namanya ppkm darurat atau apalah namanya akan berhasil jika rakyat disiplin dan petugasnya tegas tanpa hal itu pret,0
"@Kita_AMLTF AKU PATUHI PPKM DEMI INDONESIA SEHAT DAN MAJU

Stay safe, masker jangan kendor dan selalu patuhi prokes 5M
@Yatisujana5 
@SriPuji00014107 
@Erna_Sari971 

Semoga Indonesia segera pulih dari pandemi ini 🤲",saya patuhi ppkm demi indonesia sehat dan maju tinggal safe masker jangan kendor dan selalu patuhi prokes semoga indonesia segera pulih dari pandemi ini,2
jengkel ketika ada temen2 masih aja nongkrong disaat ppkm darurat gini. mbok ya uteknya dipakek gitu. kena covid nanti nanges.,jengkel ketika ada teman masih saja nongkrong disaat ppkm darurat begini mbok iya uteknya dipakek begitu kena covid nanti nanges,0
"@AnwarPudagafc Nahitu,makanya kalo sudirman mah dari dulu emang paling tertib kalo model PSBB ato PPKM gini,coba minggiran dikit 😀",nahitu makanya jika sudirman mah dari dulu memang paling tertib jika model psbb atau ppkm begini coba minggiran dikit,2
Berolahraga di tempat keramaian merupakan salah satu poin yang dilarang selama PPKM Darurat karena berpotensi memicu kerumunan.,berolahraga di tempat keramaian merupakan salah satu poin yang dilarang selama ppkm darurat karena berpotensi memicu kerumunan,1
"Untuk menambah imun ayoo sempetin goes - goes tapi , ingat ikuti PPKM https://t.co/TOqpPWXdxO",untuk menambah imun ayo sempetin goes goes tapi ingat ikuti ppkm,2
@MrRCStore1 Boleh dicoba.. seblm  kena ppkm  😄,boleh dicoba seblm kena ppkm,1
"Ternyata gitu yah alasan Doi menghilang. Karena pemerintah berlakukan PPKM ""Pernah Perhatian Kemudian Menghilang""",ternyata begitu ya alasan doi menghilang karena pemerintah berlakukan ppkm pernah perhatian kemudian menghilang,1
"@AhmadBud321 @na_dirs Mall bukannya ditutup ya di PPKM Darurat ini? Yang buka cuma supermarket, toko obat, dan kebutuhan esensial lain. Coba dicek dulu",mall bukannya ditutup iya di ppkm darurat ini yang buka cuma supermarket toko obat dan kebutuhan esensial lain coba dicek dulu,1
