,raw,processed,label
63,"Gw taat prokes, taat PSBB, taat PPKM Mikro, PPKM level levelan, memperkecil circle, vaksinasi lengkap, rajin cuci tangan, rajin berdoa, keluar rumah kalau keperluan logistik, pernah pergi sekali utk ke alam terbuka, tp masker selalu on..namun 💔",taat prokes taat psbb taat ppkm mikro ppkm level levelan memperkecil circle vaksinasi lengkap rajin cuci tangan rajin berdoa keluar rumah keperluan logistik pergi untuk alam terbuka masker on,2
64,"Pak @jokowi Saya Lapar Pak
Saya belum makan karena PPKM nya terus berlanjut. Nasib oh nasib

#PPKM 
#Jokowi404NotFound 
#JokowiMusibahBangsa",pak lapar pak makan ppkm nya terus berlanjut nasib oh nasib,0
65,"Mari laksanakan vaksinasi. 
PPKM Tangkal Pandemi https://t.co/suf9E7fy7j",mari laksanakan vaksinasi ppkm tangkal pandemi,2
66,"ada #MataDiTanahMelus juga nih! 
Harga 59 ribu aja buat stok bacaan dan diskusi bersama bocah di rumah selama masa PPKM ❤📚

Chat ke https://t.co/Bkgkinozqy ya bunda~ https://t.co/06ZqEbF26R",harga ribu stok bacaan diskusi bocah rumah masa ppkm chat iya bunda,1
67,"Lebaran taun ini dan taun kemarin ya d rumah aja, ga bole keluar PPKM. 
Stay healthy. Happy ied Adha olllllll✨",lebaran tahun tahun kemarin iya rumah keluar ppkm tinggal healthy bahagia ied adha online,2
68,"@republikaonline Hadiah tujuh belasan..
Semoga yaa segera dicabut ppkm, udah gak kuat pakde .",hadiah tujuh belasan semoga ya dicabut ppkm kuat pakde,0
69,"Assalamualaikum, Selamat pagi! Sahabat Indonesia.

Khusus buat sahabat di Jawa-Bali, semoga Tetap Sehat, jaga diri, patuhi aturan PPKM Darurat agar Pandemi segera berlalu demi Indonesia Jaya!💪💪🇮🇩🇮🇩🙏🙏",menjadi seseorang alamualaikum selamat pagi sahabat indonesia khusus sahabat jawa bali semoga tetap sehat jaga patuhi aturan ppkm darurat pandemi berlalu indonesia jaya,2
70,@melaniesubono PPKM jalan terus tagihan juga jalan terus nih di sini 🤣🤣🤣🤣,ppkm jalan terus tagihan jalan terus,0
71,"Aku suka PPKM
Tapi tanpa huruf ""PP""",suka ppkm huruf pulang pergi,1
72,"jika tdk ada keadilan bagi rakyat, biarlah tdk ada kedamaian bagi pemerintah
Imbas PPKM Darurat, PA 212 Salahkan Menag “Haji Dibatalkan Sekarang Sholat Idul Adha Ditiadakan” https://t.co/FswurJyfsn

#MundurAjaPakde
#MundurAjaPakde",keadilan rakyat biarlah kedamaian pemerintah imbas ppkm darurat salahkan menag haji dibatalkan sholat idul adha ditiadakan,0
73,"@oikawakiw Udah gersang ini dompet sama rekening gara"" ppkm makin lama💔🤧",gersang dompet rekening gara ppkm,0
74,Lgi ppkm kak https://t.co/XDeQgBZkBS,ppkm kak,1
75,PPKM untuk bersama 3 pilar penanganan #PilarTanganiCovid #COVID19 @lawancovid19_id https://t.co/PzGWYv96NL #SemangatSalingBantu https://t.co/3H8dkyNFWl,ppkm untuk pilar penanganan,2
76,"Di saat genting layaknya dalam situasi peperangan seperti sekarang ini, dimana banyak nyawa yang melayang.

Percuma pemerintah/aparat keamanan berlakukan PPKM Mikro kalau mereka tdk tegas menangkap para politikus2 pengadu domba, kaum mabuk agama dan pejabat daerah yg pembangkang!",genting layaknya situasi peperangan dimana nyawa melayang pemerintah aparat keamanan berlakukan ppkm mikro tegas menangkap politikus pengadu domba kaum mabuk agama pejabat daerah pembangkang,0
77,"padahal enak nikah pas ppkm, ga usah undang banyak orang. https://t.co/JKAKsQXRCZ",enak nikah pas ppkm perlu undang orang,2
78,@shyntako Alhamdulilah PPKM ga terlalu ketat karena masyarakatnya sudah lebih peduli prokes,alhamdulilah ppkm ketat masyarakatnya peduli prokes,2
79,"@MelvinTandjaja Sama - sama😊
Kita masih belum bs malming kan krn ada PPKM di antara kita.
Kita ngopi di rumah masing2 yaa☺☺",malam minggu ppkm ngopi rumah ya,0
80,"@CintaNirmala2 @L42454thie 17 agustus tiba tiba virus lenyap, PPKM tidak ada. Setelah 17 agustus PPKM lagi. Goblok yang di pertontonkan...

#2021HarusGantiPresiden 
#2021HarusGantiPresiden",agustus tiba tiba virus lenyap ppkm agustus ppkm bodoh pertontonkan,1
81,@kubuhijau @shendriannnn Temennya Ppkm...,temannya ppkm,1
82,Gak suka ppkm karna kalo pulang dari klinik malem ga bs mampir Indomart buat refreshing 😭😭😭,suka ppkm pulang klinik malam mampir indomabuat refreshing,0
83,"Menkumham: Kebijakan PPKM Bukan untuk Mengekang Masyarakat Tapi Demi Keselamatan Kita Bersama
https://t.co/DR90K4euwp MerahPutih Lawan Covid",menkumham kebijakan ppkm untuk mengekang masyarakat keselamatan merahputih lawan covid,2
84,PPKM gagal masih aja diperpanjang,ppkm gagal diperpanjang,0
85,"@tataahuu IC ini tp menarik mungkin buat politisi sebagai salah satu kendaraannya untuk disukai dan deket sm rakyat, mungkin. Krn daya tarik dan militan fansnya. Wkwkwk tp ya gak pas pandemi lg tinggi tingginya begini dan PPKM merugikan hajat buanyakkkkkk orang juga sih……. 😢",ic menarik politisi salah satu kendaraannya untuk disukai rakyat daya tarik militan fansnya wkwkwk iya pas pandemi tinggi tingginya ppkm merugikan hajat buanyak orang sih,0
86,"Pagi pagi baca berita, berita covid dah pasti lagi rame, menteri yg bilang nya covid terkendali skr jadi tidak terkendali, yang jualan kopi dipenjara karena melanggar PPKM, orang KPK yg ngurusin korupsi bansos kena sanksi etika, haaaaaa tarik nafas dlm”",pagi pagi baca berita berita covid ramai menteri bilang nya covid terkendali jadi terkendali jualan kopi dipenjara melanggar ppkm orang kpk mengurusi korupsi bansos kena sanksi etika tertawa tarik nafas,0
87,"ini hal positif yang bisa kita lihat bila kita semua patuh Prokes dan PPKM, Keseriusan pemerintah tampak hasilnya. Dalam mengatasi Pandemi, #SayaPercayaJokowi",positif lihat patuh prokes ppkm keseriusan pemerintah tampak hasilnya mengatasi pandemi,2
88,@mellywardini bjb-bjb ppkm lv 4,bjb bjb ppkm lv,1
89,@EleJokow Harus patuh ppkm jgn sampe full harus 70% dari kapasitas,patuh ppkm full kapasitas,2
90,Mengawali pagi hari dgn nangis krn perkara pgn ketemu tp gagal lg krn ppkm bgst.,mengawali pagi hari menangis perkara pengen ketemu gagal ppkm bangsat,0
91,"@abang_ide @mr_banan12 @nung_306 @FFathurF @belicik_aje @Nurulkjo1 @radjadjawa makanya sangat bingung,, udah mulai ppkm lagi,, di sanahhh !! Semoga gak merambah ke daerah yang aman tentram damai dsni , aminn",bingung mulai ppkm sanah semoga merambah daerah aman tentram damai amin,1
92,"@catatankaqihati Dukung PPKM
#BersatuPaduAtasiPandemi",dukung ppkm,2
93,@gloomyrainyopsy Siapa tau kalo ppkm dah longgar bisa ditayangin di bioskop ul,tahu ppkm longgar ditayangkan bioskop ulangan,1
94,"Ga kerasa udah tgl 9, kira” ppkm bakal diperpanjang apa engga ya??? Berdoa semoga yg terbaik ae lah",kerasa tanggal kira ppkm bakal diperpanjang iya berdoa semoga terbaik,2
95,"Parah sih kalau ppkm diperpanjang. Demi apapun ppkm itu dampaknya besar. Sebagian orang diluar sana karena ppkm bisa kehilangan pekerjaan. Trus gimana mereka menghidupi dirinya apalagi kalau punya anak/istri? Iya ini pandemi, tapi orang juga makin sakit karena lapar.",parah sih ppkm diperpanjang apapun ppkm dampaknya besar sebagian orang diluar ppkm kehilangan pekerjaan terus menghidupi punya anak istri iya pandemi orang sakit lapar,0
96,"Cc
@jokowi
@DivHumas_Polri
@CCICPolri
@TjahjantoHadi
@Puspen_TNI
@binofficial_ri

Ada rencana aksi demo oleh HMI &amp; buruh ditengah pemerintah telah bersusah-payah tangani pandemi Covid-19.

Jangan sia-siakan PPKM terhadap masyarakat oleh aksi unfaedah!
#TolakDemoPerparahPandemi https://t.co/I8VQdhMjEC",cc rencana aksi demo hmi amp buruh ditengah pemerintah bersusah payah tangani pandemi covid sia siakan ppkm masyarakat aksi unfaedah,2
97,@strawbry_ cape ppkm mulu,lelah ppkm terus,0
98,"Pagii ...Elfriend 🌞 hari terakhir PPKM (gatau diperpanjang atau nggak) gimana kabarnya? Stay strong yaa atau agak-agak cemas terutama kalau lihat WA. 

Nah ngomongin WA, kamu nyalain tanda centang dua biru (pesan dibaca) atau nggak? 

Share d #witm yuk bareng @ferryroelz &amp; Firda",pagii elfriend hari terakhir ppkm enggak tau diperpanjang kabarnya tinggal strong ya cemas terutama lihat whatsapp membicarakan whatsapp nyalain tanda centang dua biru pesan dibaca share yuk bareng-bareng amp firda,1
99,"@bertanyarl 1. Takutnya crushnya suka tmnmu
2. Takutnya temenmu tersinggung, kan kmu ngajak dia keluar knpa bawa crush
3. Ppkm anjir",takutnya crushnya suka tmnmu takutnya temenmu tersinggung mengajak keluar bawa crush ppkm  ,0
100,"PPKM sampe september, bertahap..  Alias diecer per minggu..  Trust me.. 😁",ppkm september bertahap alias diecer minggu trust me,1
101,"Dukung vonis hukuman terhadap Rizieq Shihab. 
PPKM Rakyat Sehat https://t.co/hSyoD7TX0r",dukung vonis hukuman rizieq shihab ppkm rakyat sehat,2
102,"Intinya mah kalo mau nyamain penanganan covid di negara berkembang banyak penduduk kaya indonesia dgn negara lain (mis. amerika yg penduduknya jg banyak, atau singapura yg sesama asean), ya jelas beda lah :') vaksin dibuat ribet, pengumuman perpanjangan ppkm aja mepet deadline🙈",intinya mah menyamakan penanganan covid negara berkembang penduduk kayak indonesia negara mis amerika penduduknya singapura asean iya jelas beda vaksin dibuat ribet pengumuman perpanjangan ppkm dekat sekali deadline,0
103,"@aik_arif @mouldie_sep Sy Surabaya Dok, &amp; efek PPKM hanya berasa ke aktifitas pekerja, bukan ke perilaku masyarakatnya. Jd gak heran kalau Sby ini punya potensi mengerikan.",surabaya dok amp efek ppkm berasa aktifitas pekerja perilaku masyarakatnya jadi heran surabaya punya potensi mengerikan,0
104,"Pandemi cepetan ilangnya, aku mau magang susah bangettt kaga ada yg nerima selama ppkm😭😭",pandemi cepatan ilangnya magang susah banget menerima ppkm,0
105,@sudjiwotedjo Di luar cinta hari hanyalah hari hingga ppkm di perpanjang lagi,luar cinta hari hari ppkm perpanjang,1
106,"HAHAHAA, pas viral dan takut diciduk aja suruh jamaah taat PPKM, kemarin kok beda omongannya  pak sofwan? Kelakuan  🤣 https://t.co/DxVuwI8K4R",hahahaa pas viral takut diciduk suruh jamaah taat ppkm kemarin beda omongannya pak sofwan kelakuan,0
107,"PPKM Darurat untuk kepentingan bersama, ada untung ruginya, yang jelas lonjakan kasus Covid-19 berkurang.
#PatuhProkesHargaMati https://t.co/oZRKNpWKvD",ppkm darurat untuk kepentingan untung ruginya jelas lonjakan kasus covid berkurang,2
108,makasiii ya cimii dan nemenin dari masa psbb sampe ppkm😺 https://t.co/dtSeixUBpH,terima kasih iya cimii nemenin masa psbb ppkm,1
109,"Jokowi Sebut Rakyat Menjerit Saat PPKM, Demokrat: Menjerit karena Lapar, Makanya Kasih Makan! https://t.co/2x2DlLnirZ",jokowi sebut rakyat menjerit ppkm demokrat menjerit lapar kasih makan,0
110,Pemerintah pusat akhirnya kembali memperpanjang PPKM level 3-4 hingga 9 Agustus 2021 mendatang loh!,pemerintah pusat kembali memperpanjang ppkm level agustus mendatang loh,1
111,"Penyebaran kasus Cvd-19 sudah mulai cenderung menurun setelah PPKM level 4 dijalankan, sudah mulai flattening dan menurun, tapi ini mesti hati-hati sekali karena masih masih fluktuatif ke depannya, Tetap patuhi prokes itu penting ya gaes.🙏 
#TetapProkesJanganKendor https://t.co/syB3NxLIWO",penyebaran kasus cvd mulai cenderung menurun ppkm level dijalankan mulai flattening menurun mesti hati hati fluktuatif depannya tetap patuhi prokes penting iya guys,2
112,"yang lagi dirumah, tenang aja, Pemerintah sediakan bansos selama PPKM

Yuk Disiplin PPKM https://t.co/3Fso6pek7q",dirumah tenang pemerintah sediakan bansos ppkm yuk disiplin ppkm,2
113,"@azzura_lhi Nasinya menggoda banget, ppkm diperpanjang demi kebaikan bersama ya Mbak",nasinya menggoda banget ppkm diperpanjang kebaikan iya mbak,2
114,PPKM -pengeluaran poll kurang masukan-,ppkm pengeluaran poll kurang masukan,0
115,"bosen ah di rumah mulu, ppkm ayo cepetan selesaiii!! https://t.co/0BgHGanrYD",bosan ah rumah terus ppkm ayo cepatan selesai,0
116,Ternyata PPKM bisa diplesetkan dengan definisi yang banyak dan menghibur ya 😀,ternyata ppkm diplesetkan definisi menghibur iya,2
117,ngurus atm masih ppkm gini gimana coba,mengurus atm ppkm coba,0
118,@0neReason @caesar_emil Kita Dukung PPKM Darurat,dukung ppkm darurat,2
119,Yamaha Jatim Terapkan Prokes Ketat Dan Patuhi Aturan Selama PPKM https://t.co/x1OFqpSi4w,yamaha jatim terapkan prokes ketat patuhi aturan ppkm,2
120,"@malakmalakmal Gara2 ppkm nyari kompor pun jadi susah, kasian si ibu, tersandera karena kebijakannya sendiri",gara ppkm mencari kompor jadi susah kasihan sih ibu tersandera kebijakannya,0
121,@krisnarenaldi @BStolenbergs PPKM Perjuangan ....,ppkm perjuangan,2
122,@RachlanNashidik Makanya demo PPKM😂😂 dan mencari2 kelemahan pemerintah tuk diekspos dsr monafik☹☹☹,demo ppkm mencari kelemahan pemerintah untuk diekspos dasar monafik,0
123,"Hari Sabtu masih harus ke kantor, apa itu PPKM? 🙃",hari sabtu kantor ppkm,1
124,PPKM membuatku lebih hemat 😅,ppkm membuatku hemat,2
125,harusnya today berangkat ke wiyung buat kondangan. gara2 ppkm jd virtual. dhlh😊 https://t.co/86NEv1RMdS,today berangkat wiyung kondangan gara ppkm jadi virtual dhlh,0
126,@Bang_Garr Banyak Pos PPKM nggak nih di jalan..🤔,pos ppkm jalan,1
