,raw,processed,label
23,PPKM = Perbanyak Pergi Ke Masjid.,ppkm perbanyak pergi masjid,1
24,PPKM - Pelan Pelan Kalau Makan,ppkm pelan pelan makan,1
25,"Awali harimu dengan kelembutan ☕

Lagi-lagi petugas serasa preman pasar, penertiban PPKM dengan cara Brutal 😠😤

https://t.co/XZzG4W6Eeo",awali harimu kelembutan petugas serasa preman pasar tertib ppkm cara brutal,0
26,"Mari bersama kita cegah penularan Covid-19 dengan patuhi kebijakan PPKM Darurat.

Kita harus waspada terhadap penyebaran COVID-19, akan tetapi dengan tetap menjalankan ProKes maka kita akan terbebas dari Covid-19.

#TolongPatuhiAturanPPKM https://t.co/UaTBeAf0KL",mari cegah penularan covid patuhi kebijakan ppkm darurat waspada penyebaran covid tetap menjalankan prokes terbebas covid,2
27,@e100ss sumpah min pingin ke Jogja tapi ntar dulu masih PPKM dan sepi banget,sumpah min pengin jogja ppkm sepi banget,1
28,"Pngn ke Jogja, ppkm ajg",pengin jogja ppkm anjing,0
29,@lillibragirl Iya aku juga masih karantina 😔 kalau udah gak ppkm ayo kita auce bertiga,iya karantina ppkm ayo auce bertiga,1
30,"#TetapWaspadaCovidMasihAda

Penerapan PROKES 5 M
secara ketat adalah kunci sukses mencegah penularan virus covid
Membatasi Mobilisasi &amp; Menghindari Kerumunan adalah
2 hal di 5 M yg didapat dlm pelaksanaan PPKM darurat.

Tentu semua ini adalah cara tuk segera keluar dari PAMDEMI https://t.co/8QdnOrYukl",penerapan prokes secara ketat kunci sukses mencegah penularan virus covid membatasi mobilisasi amp menghindari kerumunan didapat pelaksanaan ppkm darurat cara untuk keluar pamdemi,2
31,"@entvropy nga dlu bestie, nga ada duit woii :"" ppkm bikin makin seret",bestie duit woii ppkm seret,0
32,"Ppkm di per panjang itu mencegah kerumunan tapi kerumunan bukan berarti kerumunan, karna kerumunan hanya di di lakukan sekelompok orang yang berkerumun itulah biang kerumunan ,lieur kan ngabandungana oge",ppkm panjang mencegah kerumunan kerumunan berarti kerumunan kerumunan lakukan sekelompok orang berkerumun biang kerumunan lieur ngabandungana oge,1
33,"Kebanyakan orang cuma pengen PPKM selesai, bukan pandemi yang selesai.

Terus, cara nyelesein pandemi? Ya PPKM salah satunya",kebanyakan orang ppkm selesai pandemi selesai terus cara nyelesein pandemi iya ppkm salah satunya,2
34,"@IMCMushroom Nyambi dpt 1,2 M/bln .... gogog beneran.... sementara banyak warga untuk makan aj susah... apa lagi dg kondisi ppkm hadeuh...😤",nyambi bulan gogog benaran warga untuk makan aja susah kondisi ppkm aduh,0
35,Masyarakat Kecamatan Tahuna mendukung Pelaksanaan PPKM https://t.co/90p6uKJWRN,masyarakat kecamatan tahuna mendukung pelaksanaan ppkm,2
36,"#PPKMVaksinasiSaveNKRI
Adapun bantuan sosial yg akan diberikan pemerintah saat PPKM darurat ini adalah bantuan langsung tunai, bansos sembako, PKH hingga BLT dana desa dan kartu prakerja.
~Jadi jgn kuatir karena PPKM pemerintah tdk diam ttang bantuan.👍🏽🙏

https://t.co/zSjlIebAPS",bantuan sosial diberikan pemerintah ppkm darurat bantuan langsung tunai bansos sembilan bahan pokok pkh blt dana desa kartu prakerja jadi kuatir ppkm pemerintah diam ttang bantuan,2
37,@detikcom Bisa pak diirem tapi hajat hidup orang banyak ditanggung ya... Jgn buat istilah terus habis ppkm apalagi...,pak diirem hajat hidup orang ditanggung iya istilah terus habis ppkm,0
38,"Rencana ppkm kemenkeu 6 minggu, tapi yang dijalanin dicicil seminggu seminggu dulu biar irit bansos yakan 😂",rencana ppkm kemenkeu minggu dijalanin dicicil seminggu seminggu irit bansos yakan,0
39,PPKM Pelan - Pelan Kamu Menjauh,ppkm pelan pelan menjauh,1
40,"Turun ke Jalan Pakai Bikini, Dinar Candy Ngaku Stres PPKM Diperpanjang https://t.co/OrDmoAYnRT",turun jalan pakai bikini dinar candy mengaku stres ppkm diperpanjang,0
41,Ppkm? Banyak yg jadi dokter dan ekonom dadakan.,ppkm jadi dokter ekonom dadakan,1
42,"@CantikaCahyhani selamat pagi juga bunda,semangat terus biarpun ada PPKM jangan kasikendor",selamat pagi bunda semangat terus biarpun ppkm kasikendor,2
43,@SiaranBolaLive Di wembley udh gak ppkm ya,wembley udah ppkm iya,1
44,@priskillakillaq Efek ppkm mungkin,efek ppkm,1
45,"Pemerintah siap untuk menyalurkan Bantuan guna membantu Perekonomian Warga yg terdampak pada masa penerapan PPKM Darurat yaitu ±18.8 juta keluarga penerima manfaat.

Jgn hanya menerima bantuan aja terdepan, Mematuhi PPKM darurat juga harus yg terdepan.

#PatuhiAturanPPKMDarurat https://t.co/ntfYCcLSPv",pemerintah siap untuk menyalurkan bantuan guna membantu perekonomian warga terdampak masa penerapan ppkm darurat juta keluarga penerima manfaat menerima bantuan terdepan mematuhi ppkm darurat terdepan,2
46,"PPKM DARURAT,

ya wes di rumah aja.

sehat semua ya ...",ppkm darurat iya wes rumah sehat iya,2
47,"@Rizkyba63579001 #GulingkanRezimDzalim 
PPKm menimbulkan  Kekerasan dan perampsaan yg dipertontonkan",ppkm menimbulkan kekerasan perampsaan dipertontonkan,0
48,"PPKM DIPERPANJANG (LAGI) 
Sebagian orang menjadi TAU bahkan JAGO Berbisnis Oline, ada juga yg akun Youtube, Tiktok, IG, Twitternya semakin produktif dll 

Bagaimana dengan kita ? ☕😃",ppkm diperpanjang sebagian orang menjadi tahu jago berbisnis oline akun youtube tiktok ig twitternya produktif dan lain-lain,2
49,"@ABSetyono @kemkominfo @PlateJohnny @DS_yantie @vita_AVP @narkosun @psi_id @Saty4Jogj4 @selfmirror_ @anandasukarlan Masyarakat dan aparat harus bersama ciptakan suasana yang kondusif, tertib dan taat prokes. 

Demi memutus mata rantai penyebaran Covid 19 dan mensukseskan PPKM.

@PlateJohnny 
@kemkominfo",masyarakat aparat ciptakan suasana kondusif tertib taat prokes memutus mata rantai penyebaran covid mensukseskan ppkm,2
50,@nophiieta sabar ya jngn ngeluh ppkm huhuhu,sabar iya ngeluh ppkm huhuhu,2
51,Mendukung PPKM level 4 https://t.co/7eeWfveR05,mendukung ppkm level,2
52,"@yskarr bismillah, mauuu buat nemenin selama ppkm biar ngga gabut wish me luck🥳🧡",bismillah nemenin ppkm bosan wish me luck,2
53,"""Pakai masker harga mati, tidak pakai bisa mati""

Ayoo jangan abai jangan lengah sllu disiplin tinggi patuhi prokes selama PPKM Darurat.
#PatuhProkesHargaMati https://t.co/W73q4bG37D",pakai masker harga mati pakai mati ayo abai lengah disiplin tinggi patuhi prokes ppkm darurat,2
54,Mewaspadai manuver politik pegawai KPK yang tidak lolos TWK. PPKM Basmi Covid https://t.co/mGuF8Juc6g,mewaspadai manuver politik pegawai kpk lolos twk ppkm basmi covid,2
55,"Ppkm level4 diperpanjang lagi ngga nih? Kok feeling gua bakal d perpanjang sampe tanggal 16 ya :( 
Dilanjut lagi gitu kemiskinan dan kesusahan kita nya :(",ppkm level diperpanjang feeling bakal perpanjang tanggal iya dilanjut kemiskinan kesusahan nya,0
56,PPKM.... persis sinetron IKATAN CINTA....kejar tayang 😂😂😂😂😂,ppkm persis sinema elektronik ikatan cinta kejar tayang,1
57,Ppkm bikin pusing 😡,ppkm pusing,0
58,@kubuhijau @shendriannnn Temennya Ppkm...,temannya ppkm,1
59,"@Winks4Jjack @aniesbaswedan Masalah kebijakan PPKM dan segalanya itu dr Pusat mas... Jadi Pemda mau tidak mau harus menjalankannya, tinggal dilihat bgmn pelaksanaan bagi warganya",masalah kebijakan ppkm pusat mas jadi pemerintah daerah menjalankannya tinggal dilihat pelaksanaan warganya,1
60,"Reply annya bikin imun naik di masa ppkm berlevel 

Temans ,,kamu emang pada koplak 😂😂 https://t.co/6FnEKJL5Qy",reply annya imun naik masa ppkm berlevel temans kocak,2
61,@TofaTofa_id Tinggal kan ppkm juga kelar🤭,tinggal ppkm kelar,1
62,"@SakiinaQhiCO_33 Untuk kebaikan kita semua, dukung PPKM darurat",untuk kebaikan dukung ppkm darurat,2
63,"Data per-kemarin 28 Juli, untuk Bed Occupancy Rate (BOR) di Jawa Timur sudah mulai melandai dibanding dengan awal PPKM darurat loh!",data kemarin juli untuk bed occupancy rate bor jawa timur mulai melandai dibanding awal ppkm darurat loh,2
64,-rek bank BC4 klo ppkm buka sampe jam berapa ya,rek bank baca ppkm buka jam iya,1
65,@JebulMania291 Apapun komentar kalian di video ini. setidak nya dapat memberi contoh buat aparat penegak ppkm yg lain di seluruh negri. Sehat2 slalu buat bpk nya.,apapun komentar video setidak nya memberi contoh aparat penegak ppkm negeri sehat bapak nya,2
66,"@Rismaliez85 @RaniKancana_ Liburnya diperpanjang aja, ppkm nya juga diperpanjang ,tetap semangat 💪",liburnya diperpanjang ppkm nya diperpanjang tetap semangat,2
67,"Istana Konyol, Saya Usul Anies Baswedan Jadi Presiden Era Covid-19

Komentar ini muncul setelah Gubernur DKI Jakarta usulkan Pemberlakuan PPKM Jawa Bali secara ketat sejak akhir Mei, namun usulan tsb tak diterima pemerintah pusat krn pertimbangan ekonomi.

https://t.co/dyF8mRKBxI",istana konyol usul anies baswedan jadi presiden era covid komentar muncul gubernur dki jakarta usulkan pemberlakuan ppkm jawa bali secara ketat akhir mei usulan diterima pemerintah pusat pertimbangan ekonomi,0
68,"Kalau tidak punya usulan lain yg lbh efektif... patuhi saja PPKM.

#PPKMSuksesKendalikanPandemi https://t.co/KkAx3wtTSO",punya usulan efektif patuhi ppkm,2
69,"@medisal24jam 
Keberhasilan PPKM udha nyampek mana yah?",keberhasilan ppkm udha nyampek ya,1
70,"@AREAJULID Ppkm, itu lama2 matiin bisnis tau ga? 
Ujungnya g bisa bayar gaji karyawan. Klo udh gini pemerintah bisa bantu apa? 

Lagian masih banyak WNA masuk nth buat apa yg sipit2 itu.. W heran aja",ppkm matiin bisnis tahu ujungnya bayar gaji karyawan udah pemerintah bantu wna masuk nth sipit heran,0
71,"#PatuhProkesHargaMati
Perpanjangan PPKM Darurat adalah untuk kepentingan bersama cegah penularan Covid-19.
Ayo dukung perpanjangan PPKM Darurat level 4 untuk antisipasi penularan varian Delta dan juga untuk melindungi kesehatan bersama. https://t.co/rDT8y2Cbry",perpanjangan ppkm darurat untuk kepentingan cegah penularan covid ayo dukung perpanjangan ppkm darurat level untuk antisipasi penularan varian delta untuk melindungi kesehatan,2
72,@eg_nrs Yuk..patuhi himbauan PPKM &amp; patuhi aturan prokes demi keamanan kita semua.,yuk patuhi himbauan ppkm amp patuhi aturan prokes keamanan,2
73,Kita msh brsyukur di Tangsel msh bebas n ppkm nggak ketat kyk di Jkt n Bdg.....,bersyukur tangsel bebas ppkm ketat kayak jakarta bandung,2
74,"Ppkm
(Papa, pengen kamu nikah) ?
😝",ppkm papa nikah,1
75,Berolahraga di tempat keramaian merupakan salah satu poin yang dilarang selama PPKM Darurat karena berpotensi memicu kerumunan.,berolahraga tempat keramaian salah satu poin dilarang ppkm darurat berpotensi memicu kerumunan,1
76,"Tiba tiba kangen jalan jalan gitu -___ 
Yok bisa yok abis ppkm kita pergi :)",tiba tiba kangen jalan jalan yuk yuk habis ppkm pergi,1
77,"Pemerintah begitu peduli peduli pada masyarakatnya. Kesehatan &amp; keselamatan rakyatnya jadi prioritas utama.
Mari kita dukung &amp; taati PPKM &amp; Prokesnya sbg ungkapan terima kasih kita kepada Pemerintah.
Terima kasih Bpk
@jokowi 
@PlateJohnny https://t.co/WSttaNk4n0",pemerintah peduli peduli masyarakatnya kesehatan amp keselamatan rakyatnya jadi prioritas utama mari dukung amp taati ppkm amp prokesnya ungkapan terima kasih pemerintah terima kasih bapak,2
78,"Aturan PPKM Level 1 s/d PPKM Level 4 diberlakukan untuk kebaikan, kesehatan dan keselamatan kita bersama.

#TetapProkesJanganKendor https://t.co/y2TXSQKfeE",aturan ppkm level ppkm level diberlakukan untuk kebaikan kesehatan keselamatan,2
79,"@CNNIndonesia Lha yo yg ky gini ini..yg bikin pandemi berlangsung terus2an. Bukan mereda, malah smakin meningkat. Mbok ya kalo ga mau ada ppkm ppkm an, ya patuh prokes knp to? Gr2 org2 kek gini, yg kena imbas org banyak. Demo, bergerombol, ga pake masker. Wes adu abab ga karuan sisan.",iya pandemi berlangsung terus an mereda meningkat mbok iya ppkm ppkm an iya patuh prokes tryout gara orang kayak kena imbas orang demo bergerombol pakai masker wes adu abab karuan sisan,0
80,"Aksi nasi dan disiplin protocol kesehatan efektif menurunkan kasus Corona

PPKM Tangkal Pandemi https://t.co/9VbR4LPKxu",aksi nasi disiplin protocol kesehatan efektif menurunkan kasus corona ppkm tangkal pandemi,2
81,PPKM : Pandai Pandai Kamu Memutar (golek dalan liyane)🥲,ppkm pandai pandai memutar golek dalan liyane,1
82,"Assalamualaikum Wr Wb
Selamat Pagi
Jumat BERKAH
Jumat SEHAT
Jumat pertama di Bulan Agustus
TETAP SEMANGAT
PATUHI PROKES
PPKM LEVEL 4 Masih berlangsung.",menjadi seseorang alamualaikum wr wb selamat pagi jumat berkah jumat sehat jumat pertama bulan agustus tetap semangat patuhi prokes ppkm level berlangsung,2
83,@jokowi Ppkm kelar 2024 sampe dia kelar !!! 2 periode cuma mau nyiksa sama meres rakyat !!!! Hebat bgt otak sama hati nya pak,ppkm kelar kelar periode nyiksa meres rakyat hebat banget otak hati nya pak,0
84,@zialogi Apes bener om rakyat Indonesia udh penghasilannya ditekel krn PPKM disuruh mikir solusi pula. Kalo kritik doang ntar dibui,sial benar om rakyat indonesia udah penghasilannya ditekel ppkm disuruh mikir solusi kritik doang dibui,0
85,@pepi_miaw Gue cuma bisa berdoa semoga habis tgl 20 itu gada peningkatan ppkm lagi . Aamiin 🤲,berdoa semoga habis tanggal tidak ada peningkatan ppkm amin,1
86,Apa itu ppkm darurat.....,ppkm darurat,1
87,Yang sayang sama Aksa.. Minta ucapan selamat pagi dong... Cz mau ke indomart atau alfamart pada tutup akibat Ppkm..,sayang aksa meminta ucapan selamat pagi cz indomaatau alfamapada tutup akibat ppkm,0
88,Ppkm? Bulan ini aki udh lembur 36 jam ternyata 😂 yg penting ga burnout aja,ppkm bulan aki udah lembur jam ternyata penting burnout,1
89,"Lucu bin lucu bin ndagel Contoh nyata bhw jokowi hnya pasif.
Gk punya prakarsa apa2 ttng PPKM dia bergantung pd kebijakan bawahannya. https://t.co/77P8H7in4y",lucu bin lucu bin ndagel contoh nyata jokowi pasif gak punya prakarsa ppkm bergantung kebijakan bawahannya,0
90,"@BNI Aku tim #IndonesiaTangguh
Semangat yok bisa melewati masa pendemi dan ppkm. Dan semoga Indonesia semoga pulih kembali. #GenerasiTangguhIndonesia https://t.co/UxC0Y25wmD",tim semangat yuk melewati masa pendemi ppkm semoga indonesia semoga pulih kembali,2
91,"Tinggal lah sementara di rumah, ini untuk kebaikan kita semua. Untuk kehidupan kita yang akan lebih baik nantinya.

Pak Kapolda, sayangnya sebagian provokator yang menolak PPKM itu teman2 atau pendukung Gubernur Anies Baswedan. 

 https://t.co/n0qO0knYSS",tinggal rumah untuk kebaikan untuk kehidupan baik pak kapolda sayangnya sebagian provokator menolak ppkm teman pendukung gubernur anies baswedan,2
92,@Widyarenee_ Patuhi PPKM...,patuhi ppkm,2
93,Habis PPKM terbitlah data penurunan kasus dari pemerintah,habis ppkm terbitlah data penurunan kasus pemerintah,2
94,"Lupa bawa minum, smua alfa indo tutup karena PPKM 😐 https://t.co/3HsVlMw4X8",lupa bawa minum alfa indonesia tutup ppkm,0
95,@trans7club Lanjutkan ppkm nya agar semua rakyat kecil ini semakin terpuruk dari kesengsaraan ......,lanjutkan ppkm nya rakyat terpuruk kesengsaraan,0
96,"jangan lengah! butuh kerjasama semua orang untuk memutus mata rantai penyebaran covid-19 ini, PPKM dilaksanakan dan tetap patuhi protokol 5M #JokowiAtasiPandemi https://t.co/CBO0dF0te1",lengah butuh kerjasama orang untuk memutus mata rantai penyebaran covid ppkm dilaksanakan tetap patuhi protokol,2
97,"Semangat pagi!
Pagi pertama di tahun baru hijriyah 1443.
Bersyukur ketika membuka mata, semua dalam kondisi sehat.

Bedanya hanya pemerintah kembali memperpanjang PPKM.
PPKM efektif menekan laju penyebaran covid-19, jadi kebijakannya diperpanjang.

Gimana menurut pendapat kalian?",semangat pagi pagi pertama tahun baru hijriyah bersyukur membuka mata kondisi sehat bedanya pemerintah kembali memperpanjang ppkm ppkm efektif menekan laju penyebaran covid jadi kebijakannya diperpanjang menurut pendapat,2
98,@unicornluvbabe pada tutupp karna ppkm ni,tutupp ppkm,0
99,"@AdalardBanim Kok bisa-bisanya di Eropa dibilang ""berdamai"" sama covid, justru disana mereka ikhtiarnya tinggi dari prokes terus angka vaksinasinya, makanya bisa terbebas dari lockdown, psbb, atau ppkm 😭",bisanya eropa dibilang berdamai covid disana ikhtiarnya tinggi prokes terus angka vaksinasinya terbebas lockdown psbb ppkm,2
100,"Di tempat kalian, PPKM diperpanjang ga? Di sini iya 😭😭",tempat ppkm diperpanjang iya,1
101,Lebih banyak warung madura sama apotek padahal lagi ppkm darurat...hahaha,warung madura apotek ppkm darurat hahaha,1
102,"@danny_APP Enak sekali ya, kmrin liat ada PNS Irlandia Utara pasang status sumpek PPKM. Padahal Gaji mereka lancar jaya kan ya :')",enak iya kemarin lihat pns irlandia utara pasang status sempit ppkm gaji lancar jaya iya,0
103,"@ustadchen Ga ada cara lain bah kecuali penanganan yang bener dan sistematis. Banyakin testing, banyakin vaksin perhari at least bisa konsisten sehari sejuta, ppkm harus maksimal dan tegas jangan kendor2, perlindungan ekstra buat nakes, jaminan kebutuhan pokok buat masy miskin.",cara bah kecuali penanganan benar sistematis membanyaki testing membanyaki vaksin perhari at least konsisten sehari sejuta ppkm maksimal tegas kendor perlindungan ekstra tenaga kesehatan jaminan kebutuhan pokok masyarakat miskin,2
104,@FWBESS Ppkm sayang,ppkm sayang,1
105,"@Kita_AMLTF AKU PATUH PPKM DEMJ INDONESIA SEHAT DAN MAJU
JANGAN LUPA SELALU #pakaimasker DAN JAGA JARAK
LINDUNGI KELUARGA DAN SAHABAT KITA
#JOGOTONGGO",patuh ppkm demj indonesia sehat maju lupa jaga jarak lindungi keluarga sahabat,2
106,"Selamat pagi 
Selamat hari senin para penikmat PPKM 🤗",selamat pagi selamat hari senin penikmat ppkm,2
107,@realAbikaTrader PPKM_Pranksiden Pekok Kapan Modyar😆😆😆😆😆😆😆😆😆,ppkm pranksiden pekok modyar,0
108,Jadiiii.....tdk jadi ppkm diperpanjang..???? https://t.co/FyDKe2ocrk,jadi jadi ppkm diperpanjang,1
109,ppkm singkatan dari pembatasan,ppkm singkatan pembatasan,1
110,"ngacak-ngacak dagangan orang dengan dalih ketegasan ppkm adalah hal paling gak jelas. Arahan yang dibarengi sikap kasar, luarannya bakalan buruk dan lebih kasar. https://t.co/u4HiW9vtJ6",ngacak ngacak dagangan orang dalih ketegasan ppkm jelas arahan dibarengi sikap kasar luarannya buruk kasar,0
111,Pengen bgt pijet ini punggung udah ekstra remuk tp masih PPKM season 4 gmn dah,banget pijet punggung ekstra remuk ppkm season gimana,0
112,"Klo pake UU karantina, klo gagal alias makin parah pandeminya ya pasti semua nyalahinnya  presiden. Klo pake ppkm, klo gagal nanganin pandemi ya gubernur yg paling terdepan dicaci maki, walau ada ppkm sgala macem pasti ada kebijakan setiap daerah yg berbeda2.",pakai uu karantina gagal alias parah pandeminya iya nyalahinnya presiden pakai ppkm gagal nanganin pandemi iya gubernur terdepan dicaci maki ppkm sgala kebijakan daerah berbeda,0
113,@jumatdinihari Penyegaran mata. Pusing ppkm trus ng sby 🤣,penyegaran mata pusing ppkm terus ng surabaya,0
114,"@drpriono1 Kalo maaf nya begitu lebih jelas, drpd bilang ppkm blm maksimal - silat lidah.",maaf nya jelas bilang ppkm maksimal silat lidah,0
115,"@_ekokuntadhi Ppkm : Pegawai pemerintah kenyang makan,",ppkm pegawai pemerintah kenyang makan,0
116,"Pak presiden program PPKM kenapa ujung ujungnya kok menutup warung kecil kecil ?
Warung kecil pembelinya paling banyak 3 itupun bergantian ,mungkin kalah jauh sama rombongan tim PPKM jumlahnya ?
Dosa besar membiarkan sesuatu demi jabatan https://t.co/TQCLqlhVHr",pak presiden program ppkm ujungnya menutup warung warung pembelinya itupun bergantian kalah jauh rombongan tim ppkm jumlahnya dosa besar membiarkan jabatan,0
117,"#TolongPatuhiAturanPPKM
https://t.co/xKl2uHAgod
Jika masalah subsidi atau stimulus sektor industri tidak diperjelas dan menyebabkan mereka nekat tidak mematuhi PPKM Darurat, pasti kaum buruh yang akan menjadi korban, baik secara ekonomi maupun kesehatan.",masalah subsidi stimulus sektor industri diperjelas menyebabkan nekat mematuhi ppkm darurat kaum buruh menjadi korban baik secara ekonomi kesehatan,1
118,"@collegemenfess Berharap juga ga dilanjutin tapi kondisi juga ikut membaik

Garagara ppkm masih lanjut, urusan gue ke bank jadi ketunda, bank di kota gue jadi kek di jadwal hari pelayanannya, syukur engga urgent urusannya",berharap dilanjutin kondisi ikut membaik garagara ppkm lanjut urusan bank jadi ketunda bank kota jadi kayak jadwal hari pelayanannya syukur urgent urusannya,0
119,"Sabtu kerja ga diitung lembur, ppkm bangsatttt",sabtu kerja diitung lembur ppkm bangsat,0
120,ppkm anju ppkm gila,ppkm anju ppkm gila,0
121,@mohmahfudmd Ppkm darurat kpn brkhirnya pak fud klo dperpanajng trus,ppkm darurat brkhirnya pak fud dperpanajng terus,1
122,"PPKM waktunya diperpanjang dan bila hasilnya sama aja , maka akan dilakukan ADU PINALTI

#ppkm #ppkmgakbertanggungjawab #ppkmsontoloyo #ppkmnegripinokio",ppkm waktunya diperpanjang hasilnya dilakukan adu pinalti,1
123,"Dukung Penuh pelaksanaan PPKM demi keselamatan bersama

Berjuang Bersama Jokowi https://t.co/FJCszFlrSB",dukung penuh pelaksanaan ppkm keselamatan berjuang jokowi,2
124,@BudeSumiyati selamat pagi yang LDR karena ppkm darurat,selamat pagi hubungan jarak jauh ppkm darurat,1
125,"Pagi sadayanaa~~
Selamat hari pesta nama Santo Benedictus, biar diberkati untuk memberkati 🙏🙏😊

Happy Sunday dan selamat mengikuti misa online 🙏🙏😊
Ttp prokes dl di masa PPKM darurat ini ya, spy smuanya bisa sehat lg. 

Sehat n bnyk rejeki slalu 🙏🙏😊 https://t.co/v1L9Fceiha",pagi sadayanaa selamat hari pesta nama santo benedictus diberkati untuk memberkati bahagia sunday selamat mengikuti misa onlen tetap prokes masa ppkm darurat iya smuanya sehat sehat rezeki,2
126,"#RedamPandemiJagaNKRI

Ayo tetap patuhi PPKM dan prokes https://t.co/cRvDkqyuGf",ayo tetap patuhi ppkm prokes,2
127,Astaghfirullah... Perpanjangan ppkm sampe 2 agustus 😭😭. Tega bener sih.,astaghfirullah perpanjangan ppkm agustus tega benar sih,0
128,"@abang_ide @mr_banan12 @nung_306 @FFathurF @belicik_aje @Nurulkjo1 @radjadjawa makanya sangat bingung,, udah mulai ppkm lagi,, di sanahhh !! Semoga gak merambah ke daerah yang aman tentram damai dsni , aminn",bingung mulai ppkm sanah semoga merambah daerah aman tentram damai amin,1
129,Kayanya ini pergi terpagi selama Ppkm deh :(,kayaknya pergi terpagi ppkm deh,1
130,hayoo ppkm diperpanjang lg apa enggaaa wakakakaka,hayoo ppkm diperpanjang wakakakaka,1
131,@KataOpreker @univ_indonesia Nalar dosen ini sbenarnya rusak karena stress gara2 PPKM....  semoga amal ibadahnya diterima olehNya,nalar dosen sbenarnya rusak stre gara ppkm semoga amal ibadahnya diterima,0
